Attempt Regex,DeepSeek Output
(a*(bb*)*a*),"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[babaa, baaab, bab, aabbbabbabb]"
(a)*b*(bb)*b*(a)*,"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[babaa, baaab, bab, aabbbabbbab]"
(ab+b)*(ba+a)*,"positive example:[, baa, abbbaabaabaa, abbbaa, abbbaaa, abbbabb, abbabbb, abbbbbaabaaaabaa, abbabbbaa],negative example:[bb, a, aab, abbbabbaa, abbbaabba, aaabbaa, abbbaabaab, abbbaababb, abbbbba, abbbaab, abbbaaaabbb, abbbabbabaa, abbbaba, abbbabbabab, abbbaababa, abbbaabaaabb, abbbab, ba]"
a*|b*aa+,"positive example:[aa, , bbbaaaa, baa],negative example:[baba, aba, babb, baaab, bbba, b, abbbaab, aaab, baab]"
(a|b|bab),"positive example:[bab, b],negative example:[aa, , baaa, babaa, babbb, ab, bbaa, bbbb, baab, ba]"
(b|aa)a*,"positive example:[aaa, baa],negative example:[abb, , aba, a, bbbabb, aab, aaab, bbaa, baab]"
(0*1|(11)*|(101)*|111),"positive example:[11, , 01, 11111111, 111, 1, 111111, 0001, 101101],negative example:[101110, 101111, 1111100, 1111101, 0101, 10001100, 0100, 11100, 11101, 10, 111100, 101100, 111101, 1111110, 1011, 1111111, 10110101, 00011, 10110100, 0, 1101, 0110, 1001, 1100, 0111, 111110]"
((1+0*1+)*(0+1*0+)*)*,"positive example:[001010100010101, 0110111, 11, , 0110101010, 00101000, 001010110, 001011101, 01101101, 011010100, 011010111, 011010001, 00101001, 001010111, 00101010110, 0010, 0010000, 0010011, 00101010111, 000, 011000, 0110010101, 101101, 0110101101],negative example:[01, 01010001001, 0100101110, 01010101110160, 01001, 0101110, 010001010, 010110, 110, 0, 01001010, 01001010101, 0101010001010, 0101, 01010110, 001010, 0100101010001, 010101110, 10]"
"a*b*aa{2,}","positive example:[baaaaa, aaa, bbbaaa, aabbaaa, aabaaa, abaaa, aaabaaa, aaabbaaa, aaaaabaaa, abbaaa],negative example:[bb, , aa, a, abaaaba, ababb, abbba, aaabb, aaaaaba, abaaaaabbaabb, aaab, abaa, aabb, aaba, abaaba, abaabb, abaaab, ababa, ba]"
a|a*(baaa)a*,"positive example:[aaaabaaaaa, baaa, a, aabaaa, abaaa],negative example:[bb, , aab, abaaaba, aaaabb, abaa, abbb, abba, aaaa, aaba, abaaba, abaabb, ababaa, ababbb, abaaabb, abaaaaab, ba]"
(a|b)(a)(a)*,"positive example:[baaa, aaaa],negative example:[abb, , bba, aba, a, bab, b, aab, bbb, baaabaabba, aabb, aaaabaabba, babb]"
"a|b(ba{2,})*","positive example:[bbaabaa, b, bbaaaabaa],negative example:[aaa, bbaabbb, , aba, bab, aab, bbaabba, bbb, baa, abbaabb, bbaab, bbaaaababa, bbaababb, bbaaaaba]"
(aa*|a*b*),"positive example:[aa, , aabbb, (aa*|a*b*)],negative example:[babb, bbba, aabaabaa]"
((0*11*00*)*)|((1*00*11*)*),"positive example:[, 011, 001, 111000, 111011, 10, 010],negative example:[000, 0, 111, 1]"
(b|a)*a,"positive example:[bbaba, aaaba, (b|a)*a, abba],negative example:[abaaabbb]"
a*(b+)(bb)*,"positive example:[a*(b+)(bb)*, aabbb],negative example:[aa, bbba, baa, aababbaab]"
(a|bab)*(b|aba)*,"positive example:[, aba, abababbaba, ababbbaba, abababbabaaba, abaaba, ababbbb, ababbabb, ababbaba, ababaaab, ababaaabbbbabab, abab],negative example:[babbba, babababbbba, babababbbababba, babababbbaaaa, babababbbabba, babababbbaabb, babababbbabaa, babababbbabbb, baab, bababaaabba, bababaab, baaa, bababaaa, bababababbba, ba]"
b*(aa)*,"positive example:[bb, , bbaaaa, aaaa],negative example:[aaa, aaba, aaaaa, abbb, aaab, aabb, bbabaaba]"
a(a|b)(a|b)a(a|b)*,"positive example:[abbabb, aaaaaa],negative example:[aaa, aa, , abb, bb, a, ab, abbbbb, aaabaa, ba]"
(1+(11)*)+0*,"positive example:[1, 1000, 1110], negative example:[000, , 101, 111010, 01101, 10001]"
ba*aaa+,"positive example:[baaaaa],negative example:[aa, , ab, b, baa, baaaaaba, baaaaabb, bbaa, bbbb, baba, baabb, baaab, babb, baaba, ba]"
(b)*a*(b|bb*)a*(b)*,"positive example:[baaabb, baba, ab, bbba, bab, b, aaabaaabbb, abbba, abab],negative example:[, a, bababa, ababaaa, ababbba, abaaaba, abbbababbab, baaababa, aaababa, bbbababa, babbaba, ababa]"
0*1+1+,"positive example:[001111], negative example:[00, 100, 001, 001010011, 1101, 1100, 11110]"
(a*b+)*,"positive example:[abb, , (a*b+)*, aaabab, bbab],negative example:[abaaabbba]"
0+1+,"positive example:[0111, 0001],negative example:[000111000, 000, , 000111011, 11, 010, 10]"
(10*)*(10*)*,"positive example:[, (10*)*(10*)*, 100, 111],negative example:[011, 00010]"
(a+b)*(b)(a+b)*b,"positive example:[bb, babb, baaababb, aaababbb, abbb],negative example:[bbabbab, abb, ab, bbba, baaaba, babbb, bbaaa, bab, baa, aaaba, bbbb]"
(0*1(0*10*110*)+)|0*|(0*1(0*10*110*)+)?,"positive example:[00, , 1111, 100111, 00110011001011, 1111111],negative example:[110, 11, 111111, 1111001, 00100111100100010, 111111011, 00100]"
(a)*(bb)*b*(a)*,"positive example:[aa, , bbba, aab, aabaaa],negative example:[babb, baaab, bab, aabbbabaabba]"
((b)*(a)+(a)+)*,"positive example:[aa, , baabbbaa, baaaabaa, bbaa, baabaa],negative example:[abb, bb, aaaabaabbbab, abaabba, ba]"
0*1(0|11*)*,"positive example:[00100, 00111, 0*1(0|11*)*], negative example:[00]"
((0*01+0)|(1*10+1))*,"positive example:[, 01110000101110001101010],negative example:[011101110001101000100, 0111011100011, 0111011100011010001, 01110111000110]"
0*1+0*,"positive example:[00111000, 00111, 10],negative example:[0011100010100, 00, 101, 10111]"
0|1*,"positive example: [, 111], negative example: [100, 101, 0000, 0111, 1110]"
(0)*(1)*(0)*,"positive example:[00, , 00111000, 00111, 10],negative example:[001010010, 10111, 10001, 11101]"
a*ba*,"positive example:[aabaa, a*ba*],negative example:[bb, aa, aabaabbabb, bbaa]"
(ab(ab)*|ba(ab)*)((a|b)(a|b))*,"positive example:[baaa, babb, abbbbb, abaaaa, abaa, abbb],negative example:[bba, , a, b, bab, aab, bbb, baa, abaaa, abbbb, aaaabba, baaaa, babbb]"
1*0*(0+1+)*,"positive example:[011, 11, , 01, 110001011000101, 11000],negative example:[010110, 00010, 110111010, 0100010]"
(b*(aa+))*,"positive example:[aa, , baa, bbbaaaabbaa, baabaa],negative example:[aabbbaaaabab, bb, ababaa, abbb, ba]"
(a|b)*bba(a|b)*,"positive example:[babba, baabba, bbaaa, bbbba, bbabb, aababba],negative example:[bb, aaba, bab, baa, bbbb]"
a*|(a+b*)*,"positive example:[aaa, , abb, a*|(a+b*)*], negative example:[bbbab, baa]"
(b*|ab+)*aa(a+b)*|b*,"positive example:[abbbabaa, bb, , abbaa, aaaaabab, bbabaa, aaab, abaa],negative example:[aaba, bbaba, aaaba, abaaa, aaabb, abbbab, aabbbaab, aaaa]"
a*b*(baa)+a*b*,"positive example:[baaab, aabbbaaaaa, aabbbaaaaabbb, baab, baabbb, baabaa],negative example:[baabba, aa, baaaba, baabaabab, aab, baaabbba, baaaaabaa, baaabab, baabbba, babbb, bbba, baabab, aabababaa]"
a|b(a|b)*(aaa)*,"positive example:[baa, bbb], negative example:[, abbb, aaaa]"
0*1*(11)*0*,"positive example:[00, , 001, 1110, 001000],negative example:[101, 00111000100110, 1011]"
0*0*|10*,"positive example:[000, , 100, 0*0*|10*],negative example:[011101, 001, 101, 0100, 111101, 1100]"
b*aa*b*,"positive example:[bba, bbabbb, aaab],negative example:[bb, aba, abaaa, bbaaabbbabbab]"
(ab)*(ba)*(aa+bb+ab+ba)*(ba)*(ab)*,"positive example:[, ab, abaabbabba, abbaaabbabba, aabbbbabba, aabbabbababa, baababab, babaaabbabba, baab, baba, aabbabbaaaabbabba, baaabbabba, aabbabbaabab, aabbabbaaabbabba, aabbabba, aabbabbabaab, aaaabbabbbbababa],negative example:[aaa, bb, bab, aabbabbababb, abbaa, aabba, aabbabbabbb, aabbabbabba, aabbabbbbaa, aabbab, baabaaa, aabbabbaaaaab, baabaab, aabbbbaaa, babb, baaba, aababb, aabbabb, aabbabbababaa, aabbabbaabbb, aabbabbaabba, abb, aba, aabbabbabaaa, aabbabbabab, aabbabbaaab, aabbabbabaa, aabbbb, baababb, aabaabaa, baababa, baaa, babaa, aabbabbaababa, aabbaab, aabbabab, aabbabaa, aabbabbabaaba]"
a|ba|baaaa*,"positive example:[baaaaa, ba],negative example:[bba, aaa, , baaabb, abb, baaaba, b, baa, bbb, baaaaab, baabb, babaa, babbb, baaba]"
(a|b)*b+(a|b)*,"positive example:[aabaa, aabbb, (a|b)*b+(a|b)*], negative example:[aa]"
"(b|a{2,})*","positive example:[bbaaaabb, , aab, aabaab, bbaaaa],negative example:[bbaaba, aaaabab, aababaa, bbaababbabb, aabbab]"
(0*1*)*0+|(1*0*)*1+,"positive example:[000, 111, (0*1*)*0+|(1*0*)*1+], negative example:[]"
((a*ba*ba*)*ba*)*,"positive example:[, baa, bbb, abbaab, abaabbb, abaabba, aaabbb, abbb],negative example:[abb, a, abaab, abbaa, aaab]"
(a|b)*abb(a|b)*b,"positive example:[abbbaabbbab, bbaaababbb, abbab, ababbb, abaabbb],negative example:[aa, bb, abbbaa, bbababbaaba, abbbbbaba, bbabab]"
0*(01+0)*(10+1)*(01+0)*0*,"positive example:[10101000, , 0110000, 010101001000, 01010110110100, 010101011000, 01001000, 0101010, 010, 010010, 01001010, 010101100010, 0101, 01010, 011001010100, 0100, 0101011010, 01001001000, 010101010, 010101110, 10101001110, 010101100000110100, 010101111000, 0100111000, 0001111001100, 10110001, 01001, 0100110, 010110100, 010000, 01001011000, 000, 1010000, 010100, 010001, 0110, 0101011001, 00011110011000, 010101000, 01010110001],negative example:[0110001, 0100110100110, 01, 010011010110110, 101110, 101101010001, 101111, 01001010011011, 01001001, 01000110, 011010, 0100101000110, 0100101001001, 0100101000001001, 010000110, 0100101, 010010100011, 101101010011101, 01001010011101, 0001111001010, 0100101001101001, 010010001, 1011010010, 11, 0110011, 0100110110, 0100110111, 10110101010, 011001011, 10110101011, 01001011, 0100101001111, 0100101001011, 1011000100111001, 10110100001, 0100111, 01001010010001, 01001010010101]"
((a|b)(a|b))*aaa,"positive example:[abaaa, aaaaa, aaabaaa, abbaaaa, abbbaaa, aaabbbaaa, aaabbaaaa, baaaa, aabbbbaaa, bbaaa, aaaabbaaa, aaaabaaaa, aababaaaa],negative example:[abb, bb, bba, ab, aba, baa, aaaba, aaabb, aaaaaab, aaaab, aabbb, aabab, aaaa, ba]"
b*(aa)*bb*,"positive example:[b, aabbb, aaaab, bbbaab, baaaab],negative example:[, bbbababbaa, babb, baaa, ab, aaba, aabbbaa, aabab, aaab, aaaa, ba]"
a*(b(bb)*)*a*,"positive example:[aa, , bbba, aab, aabaaa],negative example:[aababbbaab, baba, bbbab, baaab]"
(0*1*0+)*,"positive example: [, 100, (0*1*0+)*, 111010, 0010], negative example: [1001, 00101, 11101]"
(01)*|(10)*,"positive example: [, 0101, 1010], negative example: [1000, 1011, 0011001, 010, 000, 110, 011, 111, 101, 01010, 0110, 1001, 0111, 0100, 10101]"
(1+0*(10+)*1+)*,"positive example: [, 101, 1101110001], negative example: [000, 01101, 11011100, 10]"
(001|10101)|110,"positive example:[110, 001, 10101],negative example:[00, 11, , 01, 101010, 11010, 101011, 101000, 101001, 1000, 1, 101, 1111, 1001, 11001, 10110, 11000, 11011, 10111, 11101100, 10]"
(0*1)+(0*1)+,"positive example:[101, 00110011101],negative example:[00, 001100111010, 10]"
(ab+ba)*(a+b)+(a+b?),"positive example:[abbaabab, ababab, abaa, abbaaabab, abbbbaaaaabaa],negative example:[aa, abb, ab, ababb, aabba, abbaa, aabbb, aaaab, abbaba, aabababbbbaab, aababba, aabaabb, abaabb, abbabb, abbbba]"
((ab)|(ba))*((a|b)(a|b)),"positive example:[aa, bb, baba, abaa, abbb, abba, baab, abab],negative example:[bba, , aba, bab, bbb, baa, aaaabaa, aaabb, abbaa, abbbb, abaab, aabb, aaba, ababa]"
(0+1)*(1+1)*(0+1)*,"positive example:[011101, , 01, 1111000101, 110101, 1101, 0001011101, 1111, 1101001],negative example:[011, 01110, 1101010, 00010, 101011, 1100, 1000, 1100111, 110100110, 11110]"
1*0*,"positive example:[11, , 1*0*, 11000], negative example:[01, 11000100, 11000111]"
a*b(a|ba*b)*,"positive example:[a*b(a|ba*b)*, bbb, aabaabb, bbab],negative example:[bb, bba, aabaabbb]"
001|10101|110,"positive example:[110, 001, 10101],negative example:[, 11, 00101, 1110, 1000, 1011, 1010, 00110, 00111, 010, 011, 0, 1, 001001100, 0000, 1101, 0001, 1111, 1100, 1001, 10]"
(a)*(bb+bb)*(a+b)*,"positive example:[, a, abbbbbbab, abbbbaab, abaab, abbbbab, ababab, aaab, bbbb],negative example:[bba, abb, abbbbbba, bab, abababa, b, baa, bbb, aaaba, abbaa, abbab, abbbbaa, abaa, abbbaa, abbbab, ababaabbbbab, abbbbaba, abaabbaa]"
(aa|bb)*,"positive example:[bb, aa, , aaaa, aabb, bbbb, bbaa],negative example:[bba, aaa, bab, baa, aab, bbb, abaaba, abbb]"
((a)*b*b(bb)*b*(a)*)|((a)*b*(bb)*b*(a)*),"positive example:[aa, , bbba, aab, aabaaa],negative example:[baba, bab, aabbbaaabbaabb]"
(0*1(0*10*110*)*)|0*,"positive example:[00, , 001, 10111111, 1000111, 1111, 1011100111, 11011, 10111, 0010100111011],negative example:[11110011, 111, 0011001011001, 11100, 11111, 1011, 111110, 1010, 10001, 10]"
(0*|(1(11))*),"positive example:[000, , 111111],negative example:[0110011, 100, 1, 101, 0001, 11100, 11111, 1111100, 11110, 1111101, 11101, 010]"
0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example:[001110111000100010111011101010001110111010001110001011100011101110111000111000111, 00, , 10101010101010101, 10101010101010001, 1010101010101110, 1010101010101010101010101010101010101, 1010101010101010101010101010, 1010101010101010101010101110, 10101010001, 1010101010101010101010101010101010, 10101010101010101010101010001, 10101010101010101010101010101, 101010101010, 1010101010, 1010101010101010101010101, 10101010101010101010101010101010001, 1010101110, 10101010101010101010101010101010101, 10101010101010101010, 10, 10101110, 10101010101010101010101, 101010101010101110, 10101010101010101010001, 1010, 101010101010101010, 00111, 101010101010101010101010101010001, 101010101010001, 101010101010101010001, 1010101010001, 1010101, 10101, 101010101010101010101010101010101010, 10001, 101010101010101010101110, 101010101010101010101010, 10101010101010101010101010101010, 101010101010101010101010101010],negative example:[10101010101010110100010101010101010101010, 1010101011101010101010101010101010101010, 10101010101010110101010101010100010101010, 101010101010101101010101010101010101010, 10101010101010110111010101010101010101010, 0010111000101010111000111000110001011101110111011100011100010100011101000111000, 1110101010101010101010101010101010101010, 0010111000101010111000111000110001011101110111011100011100010100011101000111011, 1010100010101010101010101010101010101010, 10101010101010110101010101010101010111010, 10101010101010110101010100010101010101010, 10101010101010110101010001010101010101010, 10101010101010101010101010101010101010, 1010111010101010101010101010101010101010, 10101010101010110101010101010101010001010, 1010101110101010101010101010101010101010, 10101010101010110101010101010101110101010, 10101010101010110101010101010111010101010, 101010101001010101010101010101010101010, 1010101000101010101010101010101010101010, 10101010101010110101000101010101010101010, 1000101010101010101010101010101010101010]"
0*1(0*1)*0*,"positive example:[0*1(0*1)*0*, 00100, 00111],negative example:[00]"
(b+(bb*)),"positive example:[bbbb],negative example:[aa, , ab, bbbba, b, baa, babaabb, bbaa, bbab]"
0*|1*|((11*00*11*)|(00*11*00*)|(11*00*11*00*11*)|(00*11*00*11*00*))*,"positive example: [, 0101011, 1010111, 1010110, 010010, 111, 01110, 11100011110100, 01010, 101101, 1010101110, 10101010, 000100, 10101000100, 10101000101, 0101110101, 10110001, 0101001, 0101000, 1010001, 0, 101, 01000, 11100011110111, 10101], negative example: [01, 0111001, 10101001, 101110, 1010, 01001, 010111010, 0101010, 0100001, 0100111, 00010101000, 0101, 1110001000101, 1010101, 10110, 010101110, 10]"
0|(0*1)*,"positive example:[001000111, , 11, 01, 101000111],negative example:[110, 001100010, 101100010, 010]"
(b*|a*ab*|aa*b*)(b*|aa*b*|a*ab*)(b*|aa*b*|a*ab*),"positive example:[aa, , babbba, bab, aabbb, aabbbaaababbb, babaaab, ba],negative example:[bababbba, bababa, aabaaabbbaaababaabb, bbbababa, bababaa]"
a*|b*(aa),"positive example:[aaa, , bbbaa, baa],negative example:[baabb, baaaa, baba, ab, baaab, babb, bbba, b, baaba, aaababaa, abbb]"
1(11*),"positive example:[1111],negative example:[00, , 01, 1, 101, 1000110, 1101, 1100, 11110]"
(01)*(01)*,"positive example: [, 01, 0101, (01)*(01)*], negative example: [011, 000, 111, 001, 10100, 010]"
a*(b+aa)*a*,"positive example:[baaaaa, aa, , bbaaa, aabaabbbaa, aabaabbbaaa, baabaaa],negative example:[baaabb, baabb, aabbbaaabaabba, baababb, baababa, baaaaab, ba]"
a*b(a*bb*)*,"positive example:[bbbab, aabab, a*b(a*bb*)*, baab], negative example:[baabbbaba]"
(a*|b*)(aa)+,"positive example:[baaaa, bbbaaaa, baa, aaaa],negative example:[abb, baaaaa, , aba, a, aab, bbb, bbbabbbab, aaaabb, baabb, babaa, baaa, baaab, aaba, baaba, ba]"
(0*|1(11)*)(0+|1(11)*),"positive example:[0, 111, 011111, 0111, 0001, 1111, 1000, 1110],negative example:[, 100010, 1011, 00011, 01101, 01111, 01100, 0100010, 110, 101, 01011, 01110, 1101, 0110, 1100, 11110, 11101]"
a(a+b)*a,"positive example:[aaba, aaabaaaba, aaaaabaaba],negative example:[, bb, aab, aaabb, aaaaa, aabab, aaaaabab, abaa, aaab, abbb, aabb, ba]"
(a*|b*)(aa)*,"positive example:[aaa, baaaa, , bbbaaaa, baa, bbb],negative example:[baba, baabb, babb, baaab, bbbaaa, baaba, abbbab, abaa, aaab, ba, baaaab]"
(ab)*(ab)*aaa(a)*,"positive example:[abaaa, aaaaa],negative example:[abb, aa, bb, ab, aba, aaba, aaabaa, aaaaab, aaabbb, aabb, ba]"
b+a(a+b)((b+a)(b+a))*,"positive example:[baabbaba, bbbaab, baabbabbbabbbaba, baaaab],negative example:[baabbabaab, aa, , baabbabaaa, ab, b, baabbabab, baabbabbb, baabb, baba, baaaa, baabbabbbaba, babb, bbba, baaba, baabbaaa, baaaabbbbaabaabb]"
(0*(1?)*0(1?))*,"positive example:[00, , 01, 10110, 11100010],negative example:[011, 1010011110011]"
(a*ba*ba*ba*)+|a*ba*,"positive example:[bbb, aabaa, aabaabbbbaabaabaabb, bbab],negative example:[aa, aabbaabbba, bbbbbbaabaab, bbbb, baab]"
0*(01)*0*,"positive example:[010000, 000, , 000101, 01, 01000, 01010, 0100],negative example:[0001011, 011, 11, 010011, 01100110, 01011, 0111, 01001, 01000010, 0101011, 10]"
(0+1+0+)*|(1+0+1*0+1+)*|1*,"positive example: [, 101011001111001, 1010110000101, 1010011001, 101011001, 1010110010001, 101011001111, 101011001101, 0001110000, 11101110111, 010, 010010, 1001, 0001110000110], negative example: [1001011010, 100110101101, 01, 1001100, 100101101, 10011110, 01001, 0100011, 000, 1000010101011, 010001011, 10010110101101, 1101, 100100, 100101000, 100101101110001101, 1001011110, 0001110001010]"
1*|((11*00*11*)|(00*11*00*)|(11*00*11*00*11*)|(00*11*00*11*00*))*,"positive example: [, 10101010, 00101000, 00101001, 001010101, 00100010, 101010, 111010111, 111010110, 0010, 00101010001, 1010100, 1010001, 111, 001001110, 00111011101110100, 00111011101110111, 0100, 101101, 001010, 00100101, 00100100, 10111, 10001], negative example: [10101000111, 100010, 01001, 0101010, 0, 101000101, 010001, 010111, 011101010, 1010101, 0001, 111010, 101111000, 10110, 01010160, 10]"
(bb|aa||ab|ba)*,"positive example:[aa, , bb, ba|ab, aaaa, aabb, bbbb, bb|ab, bbaa, baba, baaa, aaba, aa|ab, |abba, |abaa, |abbb, |ab|ab, ba],negative example:[aaa, bba, bab, aab, baa, bbb, |a, |ab|, |bbbaab, |ababb, |ba, ba|, |aaa, |abb, aa|, bb|, |ababa, |aab]"
((b*bb*)|a)?,"positive example:[, bbb],negative example:[aaa, abb, aba, bbbaa, bab, aabaabb, ba]"
[ab]*[b]?([a]{2}[a]*),"positive example:[abbaa, aabaa, aaaabbaa, bbabaa, abaa],negative example:[abb, aabbb, aaaab, abaaba]"
(a+b)*aa(a+b)*,"positive example:[aaabaabaab, aaabaabaaab, aaababaa, aaabaabaaaabaa, aaabab, aaaaab, abaa, abaaabaa, aabaaabaa],negative example:[abb, ab, aba, aaababaaa, aaabaabb, aaabaaaa, aaaaabaaa, aaabaaba, aaababb, aaabba, aabbbb, aaabbb, aaba, aaababa, aabbabaa, aaabaaabaaa]"
bab*,"positive example:[babb],negative example:[baaaa, babba, bba, aa, , baabb, ab, b, bbb]"
(ab|ba?)*(aa|ab|bb|ba),"positive example:[bb, aa, baaa, babb, baabbaba, baabbbaa, ababba, abaa, abba, baabab, baabbbbbab],negative example:[bbaaaabb, aaa, abb, , aba, bbaaaba, babbaabb, bbaaabb, aab, abaab, bbaaaaabaa, bbaabbaabb, baabb, bbaabbbaabb, bbbbabaabb, bbaababb, bbaabbabaabb]"
(1)*,"positive example:[11, 1], negative example:[00, 11011001]"
(ba)*(ab+ba)*(ba)*,"positive example:[baba, , baabbaba, abbababa, abbbbaabbaba, abba, ba],negative example:[bba, aa, bab, baa, abbabba, abbaaaa, abbbbab, abbabab, abbabbb, abbaaab, abbabaaa, abbababb, baabbab, baab, baabb, bbbbaab, abbabaab, abbaabaa, abbaabab, abbababab]"
(ba+ab)*,"positive example:[, baaaabbaab, baab],negative example:[baabb, baba, baaaa, ab, babb, aabbaa, baaaaba, baabbba, baabbbb, ba]"
(a*b(a*bb)*a*|a*(a*bb)*a*b|a*b(a*b)*a*b),"positive example:[bbaab, bbba, bbabaabbbab, aabaabb, bbbb],negative example:[aa, bbbba, bbbaba, bbababbbaaa, aabaabbba, bbaa]"
(a|b)|(a|b)aaaa*,"positive example:[baaaaa, a, b, aaaaaa],negative example:[aaa, aa, , aba, bbb, baa, aaaba, aaaabaa, aaaaaab, baaabbb, baaaaab, baabb, babb, aaba, ba]"
(a)*(ab+b)*(ba+a)*,"positive example:[aaabbabbbbbabbabbbaa, aaa, , baa, abbabbbaaaabaaa, abbabbbaabaa, abbb, abaa, aaabbabbbbbabbabb, abbabbbaabaabaa, abbabbbaa],negative example:[bb, baaaabba, abbbabbbbba, abbbaab, aaab, abbbabbabbbaaba, abba, baab, abab, babbb, baaba, abbbabbaaa, abbbabbabaa, abbbaba, abbbabbabab, abbbabbaab, abaaba, babaaba, abbbab, abbbaaaba, baabbb]"
(b*(aaa*)*),"positive example:[bb, , bbaaaa], negative example:[abb, bba, aba, aab, aabaa, bbaaaabbbab]"
(a+b)*bbb(a+b)*,"positive example:[bbbab, abbbb, bbbaaabab, aaababbbb],negative example:[abb, bb, ab, bab, aaaba, bbaa, baabbaa, bbab, bbbbb, bbbaa, bbbba, bbbabb, bbbaba]"
(a|b)*bba(a|b)*|(a|b)*bbb(a|b)*|(a|b)*abb(a|b)*,"positive example:[baabb, abb, bababbaa, bababbbb, aabb, bbaa, bbbb],negative example:[aa, bb, , bab, b, baa, abaab, abab]"
