Regex,Attempt Regex,DeepSeek Output
0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*|10*10*1),"positive example:[01, 101111, 110001, 1000, 1101101101, 001, 1, 011111, 0100, 11001, 11111, 111000, 10101, 000010, 100010001],negative example:[, 11011010, 110101, 101011, 111111, 110100, 1111101, 01111, 110, 1010110, 0101, 01110, 0000, 101101, 11000, 11101, 11011001, 11011000, 10001000111, 11, 1101110, 110011, 111001, 111100, 110110, 101100, 111101, 01101, 00111, 01100, 01001, 0000100100110, 1010100, 0, 1011111, 101, 011110, 0011, 1010101, 1101111, 11011011]"
0*10*(10*10*)*,(0*10*|(11)*1|1(11)*),"positive example:[01, 1, 00010, 11111, 1000],negative example:[, 00011, 01001, 0, 01111001, 101, 0110, 1101, 1001, 1100, 1111, 11100, 111110, 11110, 11101]"
0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*),"positive example:[110111, 110001, 101111, 100011, 111101, 1110110011, 1, 11100011011, 0100, 0001, 11111, 111011, 1101101, 10],negative example:[00, , 001001, 001100110, 1000100, 101110, 110100, 011, 1011000111, 1111, 101101, 11100, 10111, 11101, 110110, 1111110, 00111, 11000101, 1011111, 101, 1011010, 11011, 11110, 10101, 1101111]"
0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*|1(11)0*|0*1(11)*),"positive example:[0001000, 101100011011, 01, 1111111011, 101111, 100011, 111101, 110111, 1111001, 1111111, 11111011, 11000111, 11111101, 1, 111, 011111, 1101, 11100, 111011, 1101101, 111110011],negative example:[, 1101000, 1110111, 111111, 101110, 1111100, 011101, 011100, 01011, 0101, 01010, 110101011, 1100011, 111110110001, 111111110, 0111110, 11, 1110101, 1110100, 1110001, 111100, 110110, 1111011, 1111110, 01101, 01100, 000, 1011111, 101, 011110, 010001, 1001, 1101111, 11111011010, 0001111]"
0*10*(10*10*)*,(0*1(0*10*1)),"positive example:[111, 001001001], negative example:[00, 001, 001100111100, 1111, 1001, 11100, 11110, 11101]"
0*10*(10*10*)*,(0*1(0*10*1)*),"positive example:[111, 1101, 1000101, 1011, 00111],negative example:[11, 110, 101, 00100010, 1111, 10111, 001000]"
(0|1)(0|1)*,1(0*1*),"positive example:[1, 1111, 1001],negative example:[110, 00, , 01, 100111000, 100111011]"
(0|1)(0|1)*,(1|0)0*1*,"positive example:[000, 11, 01, 100, 000111, 100111],negative example:[000111000, , 110, 100111011, 010]"
(0|1)(0|1)*,0(01)*|1(01)*,"positive example:[001, 101, 00101, 10101],negative example:[, 0011, 0000, 0100, 1111, 1001, 1011, 0010, 1010]"
0*10*(10*10*)*,0*(0*110*)*1(0*110*)*0*,"positive example:[111, 1101, 100011, 101111, 1011, 10110, 00111],negative example:[11, 110, 10100100, 1011010, 101011, 111010, 10111, 0010001110]"
(0|1)(0|1)*,0+1,"positive example:[01, 0001],negative example:[, 000, 011, 100, 111, 000100, 000111, 010]"
(0|1)(0|1)*,0|1+0|1,"positive example:[110, 1, 11110, 10],negative example:[00, , 11, 01, 111100, 1101, 1100, 111101, 10000, 10111]"
(0|1)(0|1)*,(0|1)|(0|1)(0|1),"positive example:[00, 0, 11, 1],negative example:[, 11111, 00000]"
(0|1)(0|1)*,(0|1)0*,"positive example:[000, 100, (0|1)0*],negative example:[, 0100, 0001, 1111, 1001]"
b*a*,(a+|b+a+),"positive example:[bbaaa, aaa, baa], negative example:[abb, bb, bbabaabba, aaab]"
(a|b)*baa(a|b)*b,(a*|b*)baa+b,"positive example:[abaab, aaabaab, bbbaab, baab, baaaab],negative example:[baabba, , a, bbb, abbb, abaa, aaab, abba, baaaabb, abab, baba, bbbabbbaab, baabab, baabaa, baabbb, ba]"
0*10*(10*10*)*,(0*(0*10*10*)0*10*),"positive example:[111, 00100100100],negative example:[00, 001, 111111, 110011, 1111, 1001, 001110010100]"
0*10*(10*10*)*,(1)|(111)|(11111),"positive example:[111, 1, 11111],negative example:[00, , 11, 01, 101011, 111100, 111101, 1000, 1111110, 1111100, 1111111, 1111101, 1101, 1100, 1111, 11100, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10),"positive example:[111, 1, 11111, 10],negative example:[00, , 11, 111111, 111100, 111101, 1000, 1011, 1010, 010011, 1101, 1001, 1100, 1111, 11100, 111110, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110),"positive example:[111, 1, 1110, 11111, 10], negative example:[00, , 11, 01, 111100, 111111, 111101, 1000, 1011011, 1101, 1001, 1111, 11100, 111110, 10100, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01),"positive example:[01, 1, 111, 11111, 1110, 10],negative example:[, 11, 111111, 0, 100, 101, 0101, 0011, 0110, 1101, 0100, 0111, 1100, 11100, 11110, 11101, 000010]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100),"positive example:[01, 100, 111, 1, 1110, 11111, 10],negative example:[, 11, 000100, 111111, 1000, 1011, 1010, 0, 0101, 0011, 0110, 1101, 0111, 0100, 1001, 1100, 11100, 11110, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001),"positive example:[100, 001, 01, 111, 1, 1110, 11111, 10],negative example:[, 11, 111100, 111111, 111101, 010, 1011101, 011, 000, 0, 1101, 0011, 1100, 1111, 10011, 10000, 11100, 10010, 111110, 10100, 10001, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010),"positive example:[001, 100, 01, 1, 111, 11111, 1110, 010],negative example:[, 11, 111100, 111111, 100011, 111101, 1011, 1010, 011, 000, 0, 0101, 10000010, 1101, 0011, 1100, 1111, 10011, 11100, 10010, 111110, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"positive example:[100, 001, 111, 1, 01, 1110, 11111, 1011, 010],negative example:[, 11, 000, 0, 100000110, 0101, 1101, 0110, 0011, 1111, 1100, 0100, 0111, 10011, 10110, 10010, 10101, 10001, 10100, 10111, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000),"positive example:[001, 01, 1, 111, 1000, 1011, 1110, 11111, 010, 10],negative example:[, 11, 100010, 111111, 100000, 100011, 011, 000, 0, 100111001, 101, 0101, 1101, 0011, 1100, 100001, 10110, 11100, 10010, 11110, 10101, 10111, 10100, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101),"positive example:[001, 01, 1, 111, 1101, 11111, 1110, 1011, 1000, 010, 10],negative example:[00, , 11, 00101011, 111111, 1010, 00110, 00111, 0, 0101, 0000, 0110, 0001, 0100, 0111, 1100, 1001, 11100, 11011, 11110, 001000, 11101, 10111, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001),"positive example:[001, 01, 1, 111, 1101, 0001, 1011, 1000, 11111, 1110, 010, 10],negative example:[, 00, 111111, 0010, 00000, 00001, 01011, 01010, 11100, 11101, 10111, 11, 1010, 00011, 0, 000, 01000, 00010, 0110, 0011, 0111, 1100, 1001, 11110, 11011, 010011001, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"positive example:[01, 1, 111, 1101, 0001, 1011, 1000, 1110, 11111, 0010, 010, 10],negative example:[, 00, 101110, 111111, 101111, 00101, 011, 0101, 0000, 10011, 11100, 10010, 11101, 1011011001, 11, 101100, 00011, 0, 101, 0011, 1100, 10000, 11011, 11110, 10101, 10100, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111),"positive example:[01, 1000, 1011, 1110, 0010, 010, 001, 1, 1101, 0111, 0001, 11111, 10],negative example:[, 00, 00101, 00100, 011101, 011001100, 011100, 0101, 0000, 0100, 1111, 10111, 11101, 11, 1010, 01101, 00011, 00110, 00111, 0, 011110, 011111, 1001, 1100, 11011, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100),"positive example:[100, 01, 1, 111, 1101, 0001, 0100, 0111, 1011, 11111, 1110, 0010],negative example:[, 00, 110101, 111111, 110100, 00101, 011, 0101, 0000, 11100, 10011, 11000, 10010, 11101, 10111, 11, 110011001, 110110, 110111, 1010, 00011, 0, 0011, 10000, 11110, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101),"positive example:[01, 1011, 1000, 1110, 0010, 1, 100, 111, 1101, 0100, 0111, 0001, 11111, 10101, 10],negative example:[, 00, 101010, 101011, 111111, 100000, 00101, 01111, 0101, 0000, 10010100, 100111, 10110, 11100, 10111, 11101, 11, 100010, 101000, 100011, 101001, 1010, 00011, 01001, 0, 101, 0110, 0011, 1100, 11011, 11110]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110),"positive example:[01, 1110, 1000, 1011, 0010, 111, 1, 1101, 0111, 0100, 0001, 11111, 10101, 10],negative example:[, 101010, 101011, 111111, 100000, 01111, 0101, 10011, 101101, 11100, 10010, 10111, 11101, 11, 100010, 101000, 100011, 101001, 01001, 000, 0, 101, 0110, 0011, 1100, 1000010011, 11110, 11011]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011),"positive example:[01, 1000, 1011, 1110, 0010, 100, 1, 1101, 0111, 0100, 0001, 10011, 11111, 10101, 10],negative example:[, 110101, 110000, 111111, 101011, 101110, 110100, 101111, 01111, 11001101, 0101, 11100, 101101, 11101, 11, 110110, 110111, 101100, 01001, 000, 0, 101, 0110, 0011, 1001, 11110, 10001, 10100]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000),"positive example:[1110, 010, 001, 100, 1, 111, 1101, 0001, 0111, 10000, 10011, 10110, 11111, 10101, 10],negative example:[, 00, 111111, 00101, 01111, 010010, 01011, 01110, 01010, 0000, 11100, 11101, 10111, 11, 0100110011, 1010, 01101, 00011, 01100, 010000, 0, 010001, 0011, 1100, 1001, 11110, 11011, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001),"positive example:[1110, 010, 001, 1, 111, 100, 1101, 0001, 0111, 11001, 11111, 10000, 10011, 10110, 10101, 10],negative example:[110101, 110000, 111111, 101011, 101110, 110100, 110001, 101111, 011, 110, 0101, 11100, 101101, 100111, 110010, 10010, 11101, 11, 110011, 101100, 000, 0, 101, 110110100, 0011, 100001, 11110, 1101111, 10100, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010),"positive example:[11010, 1110, 1011, 010, 001, 1, 111, 100, 0111, 0001, 11001, 11111, 10000, 10011, 10101, 10],negative example:[, 10101100, 101110, 111111, 101111, 011, 0101, 101101, 100111, 11100, 10010, 11101, 11, 101000, 101001, 101100, 1010111101, 1010100, 000, 0, 101, 0011, 1010101, 1100, 100001, 11011, 11110, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100),"positive example:[111, 1, 0111, 0100, 0001, 1011, 10011, 1000, 11001, 0010, 10101, 10],negative example:[, 001001, 1010, 00110, 00000, 00011, 00001, 01111, 01001, 110, 0, 001110011, 0101, 00010, 0110, 1001, 1111, 001010, 001011, 001000, 10001, 10111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001),"positive example:[01, 1000, 1110, 0010, 00001, 1, 1101, 0111, 0100, 0001, 10110, 10011, 11001, 11111, 10101, 10],negative example:[, 00, 000011, 110101, 00101, 00000, 01111, 010011, 110, 0100010011, 010010, 01011, 01110, 01010, 1111, 11000, 11101, 10111, 11, 110011, 1010, 01101, 00011, 01100, 010000, 0, 000, 00010, 0011, 1001, 11011, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010),"positive example:[01, 1000, 1011, 1110, 0010, 00001, 1, 00010, 1101, 0100, 0111, 10011, 11111, 11001, 10101, 10],negative example:[00, , 000011, 001001, 01111, 0101, 1111, 001011, 11101, 10111, 11, 000101, 000001, 000000, 0010101100, 1010, 00110, 00011, 00111, 01001, 0, 000, 0110, 1100, 1001, 11011, 001000, 10001, 000010]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111),"positive example:[01, 1110, 1000, 1011, 0010, 00001, 00111, 001, 1, 00010, 1101, 0111, 0100, 11111, 11001, 10011, 10101, 10],negative example:[, 00, 000011, 00101, 00000, 01111, 00100, 010011, 010010, 01110, 1111, 10111, 11101, 11, 000101, 001111, 1010, 01101, 00110, 00011, 01100, 010000, 0, 000, 010100, 010001, 1001, 1100, 11011, 01011011, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100),"positive example:[11010, 1011, 1000, 00001, 010, 001, 1, 0111, 11111, 11100, 11001, 10011, 10101, 10],negative example:[, 00, 0111111, 000011, 00101, 00000, 011101, 110, 011100, 01011, 01010, 011110100, 10111, 000101, 1010, 01101, 00011, 01100, 01001, 0, 01000, 0011, 1001, 11110, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101),"positive example:[01, 1011, 1000, 01101, 00001, 00100, 00111, 111, 1, 00010, 1101, 0111, 0100, 10011, 10101, 10],negative example:[, 110101, 111011101, 1110011, 111111, 1110010, 01111, 011, 0101, 01110, 11000, 10111, 11, 1110100, 1110001, 1110000, 111100, 110011, 111101, 1010, 01001, 01100, 000, 0, 011011, 0011, 1001, 111110, 11011, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110),"positive example:[01, 1110, 01101, 001, 1, 00010, 1101, 0111, 0100, 10000, 10011, 10110, 11111, 11001, 10101, 10],negative example:[, 101010, 101110, 101011, 101111, 01111, 1011001, 1011000, 0101, 1111, 100111, 10010, 11101, 10110110011, 11, 101000, 101001, 01001, 000, 0, 1011010, 0011, 0110, 1100, 100001, 11011, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011),"positive example:[01, 1000, 1011, 01101, 00100, 00111, 00001, 010, 111, 1, 01011, 00010, 1101, 0111, 0100, 10011, 10101, 10],negative example:[0001000, 00, , 000111, 000110, 000011, 001001, 00101, 01111, 110, 010111, 01010, 00010100110, 10111, 0001001, 0001011, 000001, 000000, 001111, 1010, 00110, 01001, 0, 01000, 0110, 1001, 11110, 10001, 000010]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"positive example:[11010, 1011, 1000, 01101, 00001, 010, 001, 1, 11001, 11111, 11100, 10011, 10101, 10],negative example:[, 1000000, 1000001, 101011, 011, 0101, 1111, 100111, 101101, 1000010100, 10111, 11101, 11, 100010, 100011, 100110, 10000111, 000, 0, 0011, 1100, 100100, 100101, 11011, 10100]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"positive example:[01, 11010, 101001, 1110, 01101, 00001, 001, 1, 01011, 0111, 0100, 10110, 10000, 10011, 11111, 11001, 10101, 10],negative example:[00111110011, 00, , 000011, 001100, 001001, 001101, 101010, 101011, 00000, 01111, 0011100, 0011101, 110, 1010011, 0101, 101101, 001010, 001011, 11101, 10111, 000101, 101000, 1010, 00011, 01001, 0011110, 0, 101, 0110, 1001, 001000, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010),"positive example:[01, 11010, 101001, 1000, 01101, 001, 1, 01011, 0100, 0111, 0001, 11001, 11100, 11111, 10110, 10011, 10101, 10],negative example:[00, , 000111, 000110, 001001, 101011, 00101, 01111, 110, 0101, 1111, 101101, 10111, 0000110, 0000111, 000101, 000001, 000100, 000000, 001111, 00110, 0000100010, 01001, 0, 101, 0110, 1001, 00001011, 10100, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111),"positive example:[01, 101111, 101001, 1000, 1011, 01101, 00111, 00100, 00001, 111, 1, 01011, 00010, 0111, 0100, 11001, 10011, 10110, 10101, 10],negative example:[, 00, 101011, 101110, 00101, 011010, 110, 011000, 011001, 010111, 01010, 0000, 101101, 01110111001, 0111010, 0111001, 101100, 00011, 01001, 0, 1011111, 011110, 011011, 101, 011111, 010001, 0011, 1001, 11110, 10001, 10100, 0111000]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100),"positive example:[01, 101001, 1000, 1011, 01101, 00111, 00100, 00001, 111, 1, 01011, 00010, 0100, 0111, 11001, 10011, 10], negative example:[00, , 000011, 001100, 001101, 00000, 01111, 0010011011, 110, 0101, 1111, 001010, 00100100, 001011, 001110, 10111, 000101, 001111, 1010, 00011, 01001, 0010000, 0010001, 0, 0110, 1001, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101),"positive example:[01, 11010, 101001, 1011, 01101, 00001, 001, 1, 100, 01011, 0111, 0100, 11001, 11100, 11111, 10011, 10000, 100101, 10],negative example:[00, , 000011, 001100, 001001, 001101, 1001011, 101110, 00000, 01111, 0011100, 0011101, 110, 00111101100, 0101, 100111, 001010, 001011, 000101, 100110, 1010, 00011, 01001, 0011111, 0, 0110, 1001, 100100, 100001, 11110, 001000, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110),"positive example:[01, 101010, 101001, 101100, 101111, 01101, 111, 001, 1, 100, 01011, 1101, 0001, 0111, 0100, 10011, 10000, 100101, 10],negative example:[0001000, 00, , 000111, 000110, 000011, 001001, 00101, 01111, 110, 0101, 1111, 100111, 10010, 10111, 0001001, 0001010, 000001, 000000, 001111, 00010110011, 1010, 00110, 01001, 0, 0110, 100001, 10001, 000010]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"positive example:[01, 100011, 1011, 1000, 01101, 00001, 00111, 00100, 111, 1, 100, 01011, 00010, 1101, 0100, 0111, 10011, 10000, 100101, 10101, 10],negative example:[, 101011, 100000, 101100011, 01111, 1011101, 110, 1011100, 1010011, 0101, 1111, 100111, 10010, 10110000100, 101000, 100010, 1000111, 01001, 000, 0, 1011111, 1011011, 1011110, 101, 1011010, 10110011, 10110010, 0110, 0011, 1010101, 100001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000),"positive example:[100110, 100000, 100011, 101001, 101111, 010, 111, 001, 100, 1, 1101, 0111, 0001, 10110, 100101, 10101, 10],negative example:[1001011, 1000100, 101011, 1000101, 011, 0101, 10000010, 10000011, 100111, 101101, 10111, 11, 1000010, 1000011, 1000110, 1000111, 1001101, 000, 0, 100000011, 0011, 10000000010, 100100, 10100]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001),"positive example:[101010, 11010, 101001, 101100, 101111, 100011, 110001, 1110, 010, 001, 1, 100, 0001, 0111, 10000, 10011, 11111, 11001, 100101, 10],negative example:[, 00, 110101, 110000, 00101, 01111, 0101111, 0101110, 010011, 011101, 110, 010010, 0000, 1111, 110010, 1100011, 10111, 11101, 11, 110011, 1010, 00011, 01100, 0101100, 0101000, 010000, 0, 011011, 0101101, 010001, 0011, 1001, 1100, 11011, 10001, 010101101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010),"positive example:[01, 11010, 110001, 1110, 1000, 1011, 01101, 00001, 00100, 00111, 1, 01011, 00010, 0111, 0100, 11111, 11001, 10011, 10101, 10],negative example:[, 100100100, 1001111, 110101, 100101111, 1001110, 1000001, 101011, 00101, 011, 110, 10010101, 10010100, 1111, 101101, 11000, 10111, 11101, 11, 1001100, 1001000, 100010, 1000111, 110011, 1001101, 01001, 000, 0, 101, 10010110, 100001, 11011, 10100]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111),"positive example:[11010, 110111, 110001, 101111, 101001, 100011, 01101, 00001, 010, 001, 1, 100, 1101, 11100, 11111, 10110, 10000, 10011, 110010, 100101, 10101, 10],negative example:[0110100, , 00, 0110101, 110101, 110100, 00101, 011101, 110, 011000, 011001, 011100, 010111, 01010, 0000, 1111, 11000, 11101, 10111, 11, 01101100, 110110, 110011, 1010, 00011, 0110111101, 01001, 0, 011110, 011111, 010001, 0011, 1001, 1101111, 10001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100),"positive example:[110111, 110100, 110001, 100011, 101001, 1110, 1011, 01101, 00001, 010, 001, 1, 100, 11111, 10011, 10000, 110010, 100101, 10],negative example:[00, , 000011, 001001, 00000, 01111, 0011100, 0011000, 0011101, 0101, 1111, 001010, 001011, 11101, 10111, 11, 000101, 1010, 00011, 01001, 0011111, 0011110, 0, 0110, 1100, 1001, 001101011, 11011, 001000, 10001]"
