Short Description,regex,Attempt Regex,ChatGPT Output
even prefix,(ab|ba)*,(ab|ba)*(ab+ba)*,"Positive example: [ """", ""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""baab"", ""ababa"", ""bababa"", ""ababab"" ]  
Negative example: [ ""aa"", ""bb"", ""aabb"", ""bbaa"", ""abb"", ""baa"", ""ababba"", ""babbaa"", ""abbaab"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))(aaa)+,"Positive example: [ ""aaa"", ""baaaa"", ""abaaabaaa"", ""bbaaabaaa"", ""ababaaa"", ""aaaaaa"" ]  
Negative example: [ ""a"", ""aab"", ""baaa"", ""babab"", ""bbaaaa"", ""bbbaaa"" ]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,((a|b)*baa(a|b)*)*b,"positive example: [ ""b"", ""baab"", ""baabbaaab"", ""bbaa"", ""baabaa"" ]  
negative example: [ ""a"", ""bb"", ""baa"", ""abba"", ""baabbaa"" ]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(0*1*)*0+,"Positive examples: [""1"", ""0"", ""111"", ""000"", ""101"", ""110011"", ""00100"", ""11100111"", ""00010000"", ""1101011""]  
Negative examples: [""10"", ""01"", ""1001"", ""001101"", ""1010"", ""010"", ""11100"", ""00011"", ""110010"", ""00101""]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(a|b)*b,"positive example: [ ""b"", ""ab"", ""bab"", ""aab"", ""aaaab"", ""bb"", ""aabb"" ]  
negative example: [ ""a"", ""aa"", ""ba"", ""aba"", ""aaaa"", ""bbba"", """"]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+|(0|1)*|0+,"Positive example: [ ""0"", ""00"", ""1"", ""10"", ""01"", ""1110"", ""000"", ""010"", ""101"", ""0110"" ]  
Negative example: [ ""11"", ""111"", ""1011"", ""0011"", ""110"", ""11111"", ""10001"" ]"
non isolated 'b',(a|(b*bb))*,((a|b)*|bb|(a|b)*)*,"Positive example: [ ""a"", ""b"", ""ab"", ""ba"", ""bb"", ""aaaa"", ""ababab"", ""baaa"", ""bbb"", """" ]  
Negative example: [ ""aaaab"", ""bbaaa"", ""bbbbbbbbb"", ""aababbbaba"", ""abababababaa"" ]"
Every b followed by two or more a's,(a|baa)*,(a|b)*(baa)*,"```plaintext
positive example: [aa, baa, bbaa, abbaa, abaabaa, bbaabaa]
negative example: [ab, bb, abab, bbaaa, ababab, ba]
```"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)*|0*(1+0+1*)*,"positive example: [ ""1"", ""0"", ""10"", ""01"", ""1110"", ""0001"", ""1010"", ""0101"", ""111"", ""000"", ""101010"", ""0101010"" ]  
negative example: [ ""2"", ""1102"", ""00a1"", ""01b"", ""3"", ""11 00"", ""10102"", ""010x"", ""1100112"", ""1 10"" ]"
even prefix,(ab|ba)*,((aa)|(ab)|(ba)|(bb))*,"positive example: [ ""aa"", ""ab"", ""ba"", ""bb"", ""aabb"", ""abab"", ""bbaa"", ""ababbb"", ""aaaab"", ""bbabba"" ]  
negative example: [ ""a"", ""b"", ""aaa"", ""bbb"", ""aab"", ""abb"", ""baa"", ""aba"", ""b"", ""aaaa"" ]  "
Every b followed by two or more a's,(a|baa)*,(a|(b|aa*))*,"positive example:[a, b, ab, aa, aaa, baa, abaa, abba]
negative example:[c, abaaab, bb, aab, bababab]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1*0*)*|1+(0*1*)*,"Positive example: [ """", ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""001"", ""110"", ""00011"", ""11100"", ""010"", ""101"", ""000"", ""111"", ""0001"", ""1110"" ]  
Negative example: [ ""0011"", ""1100"", ""0101"", ""1010"", ""000110"", ""111001"", ""01010"", ""10101"", ""0110"", ""1001"" ]"
first and third,a(a|b)a(a|b)*,(aba|aaa|aab|abb|bba)(a|b)*,"Positive example: [abaa, aaabbbb, aabaaa, abbba, bbaa]
Negative example: [baaa, bbba, abab, bbbb, aaaab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)?a?,"positive example: [ ""a"", ""b"", ""aba"", ""ba"", ""aaa"", ""bba"", ""ababaa"", ""babaa"", ""abababa"", ""aaba"" ]  
negative example: [ ""aa"", ""bb"", ""abba"", ""baa"", ""abbb"", ""bab"", ""aaaab"", ""bbb"", ""aabbaa"", ""baab"" ]  "
