Short Description,regex,Attempt Regex,ChatGPT Output
Every b followed by two or more a's,(a|baa)*,a*|[b]*[a]{2},"positive example: ['', 'a', 'aa', 'aaa', 'ba', 'bbaa', 'bba', 'bbbaaa', 'aaaaa']  
negative example: ['b', 'ab', 'bb', 'bab', 'aba', 'babab']"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*|(1+(01)*0+1+)*|1*|0*,"positive example: [ ""01"", ""1101"", ""000"", ""111"", ""1010"", ""000111000"", ""10"", ""11110"", ""1111"", ""0101010"" ]

negative example: [ ""10a"", ""11102"", ""abc"", ""11001011"", ""0112011"", ""00011b"", ""01c01"", ""1230"", ""10d1"", ""0011e"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1(0|1)*1|0(0|1)*1,"positive example: [ ""01"", ""101"", ""111"", ""1001"", ""1101"" ], negative example: [ ""00"", ""10"", ""110"", ""000"", ""010"" ]"
Odd number of 1s,0*10*(10*10*)*,(0*1)*,"positive example: [ """", ""1"", ""01"", ""001"", ""0001"", ""101"", ""1101"", ""010"", ""0110"" ]

negative example: [ ""0"", ""00"", ""10"", ""111"", ""1001"", ""011"", ""110"", ""1110"", ""1001"" ]"
even prefix,(ab|ba)*,(ab+ba)*(ab+ba)*(aa+bb+ab+ba)*,"Positive example: ['abba', 'abab', 'ababba', 'baabba', 'ababab', 'babaab']

Negative example: ['a', 'bba', 'aaa', 'bbbb', 'babaa', 'abaaa']"
non isolated 'b',(a|(b*bb))*,((ab)|(ba))*,"positive example: [ """", ""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""bbaa"", ""ababab"", ""babaab"", ""baabba"" ]

negative example: [ ""a"", ""b"", ""aa"", ""bb"", ""abb"", ""baa"", ""aab"", ""bab"", ""abbb"", ""baaa"" ]"
even prefix,(ab|ba)*,(ab?)*,"Positive example: ['a', 'ab', 'aa', 'abab', 'aaa', 'aab', 'aba', 'ababab']

Negative example: ['b', 'baba', 'bb', 'abb', 'ba', 'babab', 'bbaa']"
non isolated 'b',(a|(b*bb))*,(a*(bb*)*a*),"positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""bba"", ""aab"", ""abba"", ""aabb"", ""aabbb"", ""aaa"", ""bbb"", ""abab"", ""abaa"", ""ababba"" ]

negative example: [ ""babab"", ""baaa"", ""bbbb"", ""abbb"", ""babbb"", ""aaaaab"", ""aaaabab"", ""babb"", ""aaba"", ""baab"", ""abbab"" ]"
non isolated 'b',(a|(b*bb))*,(a)*b*(bb)*b*(a)*,"Positive example: ['b', 'bb', 'abb', 'bbba', 'aaabbbbaa']

Negative example: ['a', 'ba', 'bba', 'aaaabb', 'aaabaaa']"
non isolated 'b',(a|(b*bb))*,(ab+b)*(ba+a)*,"Positive example: [abbaba, abba, abababaa, aba, ababba]

Negative example: [abaabb, bab, aab, baba, bbaa]"
Every b followed by two or more a's,(a|baa)*,a*|b*aa+,"positive example: [a, aa, aaa, b, baa, baaa, bbbaa, baa, bbaa]  
negative example: [ba, aba, abb, abaa, aabaa, bab, bbbaaa, abab, ab]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab),"Positive example: [a, b, bab]  
Negative example: [aa, bb, aba]"
Every b followed by two or more a's,(a|baa)*,(b|aa)a*,"positive example: [ba, baa, baaa, aa, aaa, aaaaa]  
negative example: [a, b, aab, aaaab, ab, bab]"
Odd number of 1s,0*10*(10*10*)*,(0*1|(11)*|(101)*|111),"positive example: ['0', '1', '11', '101', '111', '0', '01', '10101', '11111']  
negative example: ['110', '011', '1110', '1010', '0', '10', '1110', '0101']"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*(0+1*0+)*)*,"Positive example: ['101', '111', '000', '1001', '110010']

Negative example: ['0110', '0010', '11011', '01', '00001']"
Every b followed by two or more a's,(a|baa)*,"a*b*aa{2,}","positive example: [aaaa, baaaa, bbaaa, aabaaaaa, bbbaaa]  
negative example: [aa, abb, ab, a, b, bbaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|a*(baaa)a*,"positive example: [ ""a"", ""aaaa"", ""baaa"", ""aaaabaaaaaa"", ""baaa"", ""aaaaaaabaa"" ], negative example: [ ""b"", ""bbaaa"", ""ba"", ""aaabaaa"", ""abaaa"" ]"
Every b followed by two or more a's,(a|baa)*,(a|b)(a)(a)*,"positive example: [ ""aa"", ""aaa"", ""ba"", ""baa"", ""aaaa"" ]  
negative example: [ ""a"", ""b"", ""ab"", ""bba"", ""bbb"" ]"
Every b followed by two or more a's,(a|baa)*,"a|b(ba{2,})*","Positive example: ['a', 'bbaaa', 'bbaaaaa', 'bbaaaabbaaa', 'bbaaaabbaaaaa']

Negative example: ['b', 'bb', 'baa', 'babab', 'bbaa']"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(aa*|a*b*),"positive example: [aa, ab, aaaa, aabbb, b, aaabbbb]  
negative example: [ba, bbaa, bbab, aaba, abba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*11*00*)*)|((1*00*11*)*),"positive example: [1100, 0011, 111000, 000111, 11001100, 00110011]  
negative example: [1010, 0101, 1111, 0000, 1001, 0110]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(b|a)*a,"Positive example: ['a', 'ba', 'aa', 'bba', 'aba', 'abba']  
Negative example: ['b', 'bb', 'ab', 'babab', 'abb', 'bbb']"
Odd number of b's,(a*ba*b)*a*ba*,a*(b+)(bb)*,"Positive examples: ['b', 'ab', 'bbbb', 'abb', 'abbbb', 'aaabbbb']
Negative examples: ['a', 'bb', 'ba', 'aabb', 'aabba', 'aab']"
contains 'bab',(a|b)*(bab)(a|b)*,(a|bab)*(b|aba)*,"positive example: [ ""a"", ""ab"", ""bab"", ""aba"", ""aa"", ""b"", ""abab"", ""baba"" ]
negative example: [ ""aaab"", ""baaa"", ""bbab"", ""abababa"", ""bbaba"", ""abbb"" ]"
Every b followed by two or more a's,(a|baa)*,b*(aa)*,"positive example: ["""", ""aa"", ""baabaa"", ""bbaa"", ""baa"", ""bbaaaa""]  
negative example: [""a"", ""b"", ""ab"", ""abab"", ""bab"", ""aab""]"
first and third,a(a|b)a(a|b)*,a(a|b)(a|b)a(a|b)*,"Positive example: [aaaa, aabaa, abaaa, abaab, ababa]

Negative example: [aabaa, aa, abba, ab, aab]"
Odd number of 1s,0*10*(10*10*)*,(1+(11)*)+0*,"positive example: [ ""10"", ""110"", ""1110"", ""11110"", ""111110"", ""1111110"" ]

negative example: [ ""0"", ""00"", ""000"", ""1111111"", ""011"", ""101"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ba*aaa+,"positive example: [baaaa, baaaaa, baaaaaa]  
negative example: [baa, baaab, baaa]"
Odd number of b's,(a*ba*b)*a*ba*,(b)*a*(b|bb*)a*(b)*,"Positive example: [ ""a"", ""baba"", ""bbaa"", ""bbaab"", ""abaa"", ""baab"" ]

Negative example: [ ""bb"", ""abb"", ""abab"", ""bbb"", ""aabbba"" ]"
even number of 1's,(0*10*10*)*|0*,0*1+1+,"positive example: [111, 011, 0011, 0111, 0001111]  
negative example: [0, 10, 1111, 01, 000]"
non isolated 'b',(a|(b*bb))*,(a*b+)*,"positive example: ["""" , ""ab"", ""aabbb"", ""aaabbb"", ""b"", ""aaab"", ""bbbb""]

negative example: [""aaabbbba"", ""bba"", ""abab"", ""ba"", ""aaa"", ""aaaabb"", ""bbaa""]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),0+1+,"Positive example: ['01', '001', '011', '0001', '00111']  
Negative example: ['10', '11', '00', '101', '110']"
even number of 1's,(0*10*10*)*|0*,(10*)*(10*)*,"positive example: [ '', '10', '110', '1010', '100', '101100', '110100', '10010' ]

negative example: [ '11', '111', '001', '1011', '010', '000', '10101' ]"
non isolated 'b',(a|(b*bb))*,(a+b)*(b)(a+b)*b,"positive example: [bb, abb, babb, abbb, bab, abab, babbab]  
negative example: [aa, baa, aab, aba, ba, a, b, abba, ab]"
even number of 1's,(0*10*10*)*|0*,(0*1(0*10*110*)+)|0*|(0*1(0*10*110*)+)?,"Positive example: ['111', '00110', '0', '00', '0101110', '010110', '110110', '1110']

Negative example: ['011', '1101', '1010', '100', '0110', '1111', '100110', '101']"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*b*(a)*,"Positive example: ['a', 'bb', 'ab', 'ba', 'aabb', 'bba', 'b', 'aaa', 'bbbbbbaaa']

Negative example: ['baba', 'abbb', 'abba', 'abab', 'bbab', 'bbaa', 'baabb', 'aaaaabbb', 'ababab']"
Every b followed by two or more a's,(a|baa)*,((b)*(a)+(a)+)*,"Positive example: ['a', 'aa', 'ba', 'baa', 'aaa', 'bbaaa', 'baaaa', 'aa', 'baaa', 'aaaa']  
Negative example: ['b', 'bb', 'ab', 'baba', 'abab', 'bbb', 'aba', 'bbaaab', 'bababa', '']"
even number of 1's,(0*10*10*)*|0*,0*1(0|11*)*,"positive example: [101, 110, 111, 100, 1110, 1111, 1000, 11110, 0, 1, 10, 111110, 1101100]

negative example: [00, 001, 011, 11001, 11100, 11111, 0000010, 010, 0011, 10110, 1010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*01+0)|(1*10+1))*,"positive example: [ """", ""010"", ""11"", ""010110"", ""00"", ""11001"", ""01"", ""100110"" ]

negative example: [ ""001"", ""1110"", ""100"", ""1101"", ""011"", ""1010"", ""1100"" ]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*1+0*,"positive example: [ ""10"", ""110"", ""111"", ""0110"", ""000111000"", ""100"", ""0000100"" ], negative example: [ ""0"", ""00"", ""01"", ""00100"", ""101"", ""1110"", ""001"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),0|1*,"Positive example: [0, 1, 11, 111, 1111]  
Negative example: [01, 10, 110, 1110, 101]"
Odd number of 1s,0*10*(10*10*)*,(0)*(1)*(0)*,"positive example: ['0', '1', '00', '11', '010', '001', '110', '111', '000', '011', '01010']  
negative example: ['101', '1001', '1101', '00110', '1010', '10010', '11101', '001101', '11110', '10101']"
Every b followed by two or more a's,(a|baa)*,a*ba*,"positive example: [ ""ab"", ""ba"", ""aab"", ""baa"", ""aba"" ]

negative example: [ ""b"", ""aa"", ""bb"", ""bba"", ""abab"" ]"
even prefix,(ab|ba)*,(ab(ab)*|ba(ab)*)((a|b)(a|b))*,"Positive example: [ ""ab"", ""ba"", ""abab"", ""baab"", ""ababaa"", ""ababab"", ""baabab"", ""baababaa"", ""abababab"" ]

Negative example: [ ""a"", ""b"", ""aab"", ""bb"", ""aa"", ""babaab"", ""ababbb"", ""baaa"", ""baba"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*0*(0+1+)*,"Positive example: ['10', '100', '111', '1010', '110', '0', '0010', '000111']
Negative example: ['011', '1110', '01', '11000', '001', '1111', '0110', '10101']"
Every b followed by two or more a's,(a|baa)*,(b*(aa+))*,"Positive example: ['aa', 'bbaa', 'aaabaa', 'bbaaabbaaa', 'aaabb']

Negative example: ['a', 'b', 'aaa', 'b', 'bbbbba']"
non isolated 'b',(a|(b*bb))*,(a|b)*bba(a|b)*,"Positive example: [bba, abba, bbab, aabbab, babba]
Negative example: [bb, ab, aabbb, aa, aba]"
non isolated 'b',(a|(b*bb))*,a*|(a+b*)*,"Positive examples: ['a', 'aaaa', '', 'ab', 'aa', 'abbbbb', 'aaaabbbbb', 'aaaba', 'abbbbaaa']

Negative examples: ['b', 'ba', 'aabbb', 'babab', 'bba', 'abbabbba']"
non isolated 'a',(b|(a*aa))*,(b*|ab+)*aa(a+b)*|b*,"positive example: [aa, baa, aaaa, bbaa, abbaa, b, bab, bbbaaa, aab, abaa]

negative example: [a, aba, aabba, baab, bbb, ab, bbbb, abba, aaab, abab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*(baa)+a*b*,"Positive example: [baab, aabaaa, baabaa, bbaabaa, aaabaa]
Negative example: [aabba, bab, ab, baaaba, abaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|b(a|b)*(aaa)*,"Positive example: [ ""a"", ""b"", ""aa"", ""ba"", ""aaa"", ""baa"", ""aab"", ""bbaa"", ""bbaaa"", ""aabbbaaa"" ]

Negative example: [ ""c"", ""abca"", ""abababab"", ""abb"", ""bbba"", ""ababaaa"", ""baabaaa"", ""aaabba"", ""bababab"", ""baaaaba"" ]"
Odd number of 1s,0*10*(10*10*)*,0*1*(11)*0*,"positive example: [ ""0"", ""1"", ""11"", ""0110"", ""110"", ""0011100"", ""001100"", ""111"", ""0001110"" ],
negative example: [ ""10"", ""011"", ""1101"", ""100"", ""101"", ""1111"", ""00101"", ""1110"", ""1001"" ]"
even number of 1's,(0*10*10*)*|0*,0*0*|10*,"Positive example: ['0', '00', '10', '100', '0', '0000', '1000']
Negative example: ['11', '01', '110', '101', '011', '1110']"
non isolated 'a',(b|(a*aa))*,b*aa*b*,"Positive example: [ ""aa"", ""baa"", ""aab"", ""baab"", ""bbaaab"", ""aabbb"", ""bbbaa"", ""bbaabb"" ]

Negative example: [ ""ab"", ""abab"", ""baba"", ""bab"", ""aaaa"", ""bb"", ""ba"", ""abaaa"" ]"
even prefix,(ab|ba)*,(ab)*(ba)*(aa+bb+ab+ba)*(ba)*(ab)*,"
Positive example: ['ab', 'ba', 'abab', 'baa', 'abba', 'ababba', 'aa', 'bb', 'ababbaab', 'babaab']

Negative example: ['aaa', 'bbb', 'aabb', 'ababab', 'baab', 'ababa', 'baaa', 'bba', 'baaabb', 'abbb']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|ba|baaaa*,"positive example: ['a', 'ba', 'baa', 'baaa', 'baaaa']  
negative example: ['b', 'ab', 'aaa', 'bba', 'bbaa']"
non isolated 'b',(a|(b*bb))*,(a|b)*b+(a|b)*,"Positive example: ['b', 'ab', 'bb', 'aab', 'bba', 'abbb', 'babab', 'bbbaaa']

Negative example: ['a', 'aa', 'aaa', 'aba', 'baaa', 'abab', 'abbba', '']"
Every b followed by two or more a's,(a|baa)*,"(b|a{2,})*","positive example: [b, aa, bbaa, aaaab, aaaa, bbb, abbaa, aabb, aaabaa]

negative example: [ba, aab, aaab, bab, aba, abb, a, aabbb, ab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0+|(1*0*)*1+,"positive example: ['0', '1', '000', '111', '001', '110', '0000', '1111', '010', '101']
negative example: ['0101', '1010', '0011', '1100', '0110', '1001', '01010', '10101', '00110', '11001']"
Odd number of b's,(a*ba*b)*a*ba*,((a*ba*ba*)*ba*)*,"positive example: [ """", ""b"", ""abba"", ""abab"", ""abbaab"", ""ababaa"", ""bb"", ""abaa"", ""aabaa"", ""aabbaa"" ]

negative example: [ ""ba"", ""aab"", ""baba"", ""baab"", ""aaab"", ""ababa"", ""bbaa"", ""ababb"", ""aabbb"", ""babaa"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*abb(a|b)*b,"positive example: [abbb, ababb, bbbb, bababb, abbabbb]  
negative example: [ab, abb, bab, bba, aaabb]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01+0)*(10+1)*(01+0)*0*,"positive example: [ """", ""010"", ""011"", ""1001"", ""001101100"", ""00011001100"", ""0110"", ""1100"" ]

negative example: [ ""1"", ""00"", ""001"", ""0101"", ""1101"", ""00101"", ""1010"", ""101"", ""0000001"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)(a|b))*aaa,"positive example: [ ""aaa"", ""baaaa"", ""bbaaaa"", ""ababaaa"", ""aabaabaaa"", ""abbaaaa"" ], negative example: [ ""baaa"", ""abaaa"", ""aa"", ""babaa"", ""abb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,b*(aa)*bb*,"positive example: [aa, aabb, aabbb, baa, aabbaa, baaabb]  
negative example: [b, ab, aab, bb, abab, bbaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b(bb)*)*a*,"positive example: ['a', 'b', 'aa', 'bb', 'abb', 'aabb', 'bba', 'aaa', 'abbb', 'bbba']
negative example: ['ba', 'bab', 'aba', 'bbab', 'ab', 'baba', 'abbba', 'babb', 'abba', 'bbbaa']"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*,"positive example: ["""" , ""0"", ""1"", ""00"", ""10"", ""010"", ""000"", ""1110"", ""1010"", ""01010"", ""0001110""]

negative example: [""11"", ""111"", ""01"", ""100"", ""0011"", ""110"", ""0110"", ""101"", ""1100"", ""1001""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*|(10)*,"positive example: [ ""01"", ""0101"", ""10"", ""1010"", """" ]

negative example: [ ""0110"", ""1001"", ""011"", ""101"", ""0011"" ]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*,"Positive example: ['11', '101', '1101', '10101', '111', '1001', '10111', '110101', '1111', '11101']

Negative example: ['0', '10', '01', '0001', '1100', '1010', '100', '011', '001', '0101']"
Three Choices (Regex),001|1010|110,(001|10101)|110,"positive example: [001, 10101, 110, 1101, 1100]  
negative example: [000, 101, 0110, 1010, 111]"
even number of 1's,(0*10*10*)*|0*,(0*1)+(0*1)+,"positive example: [ ""11"", ""011"", ""101"", ""110"", ""0011"", ""0101"" ], negative example: [ ""0"", ""00"", ""10"", ""00"", ""001"", ""000"" ]"
even prefix,(ab|ba)*,(ab+ba)*(a+b)+(a+b?),"positive example: [ ""aba"", ""abbaa"", ""abb"", ""ababba"", ""ba"", ""b"" ]

negative example: [ ""aa"", ""bb"", ""aab"", ""bab"", ""bba"", ""aabbaa"" ]"
even prefix,(ab|ba)*,((ab)|(ba))*((a|b)(a|b)),"positive example: [ ""abab"", ""baab"", ""abba"", ""baba"", ""ababab"", ""babaab"" ], negative example: [ ""abaa"", ""babb"", ""aaa"", ""bbb"", ""ababba"", ""babab"" ]"
even number of 1's,(0*10*10*)*|0*,(0+1)*(1+1)*(0+1)*,"Positive example: ['0110', '111', '010101', '101', '1100']  
Negative example: ['00', '1110', '1001', '00110', '1010']"
Length 1 or More,(0|1)(0|1)*,1*0*,"Positive examples: ['1', '0', '10', '01', '100', '1100', '11110', '000', '0000', '1111110']

Negative examples: ['11111', '0101', '001', '10101', '110110', '010110', '101010', '1111111', '111011', '011']
"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a*b(a|ba*b)*,"positive example: [ ""ab"", ""ba"", ""bba"", ""aab"", ""abbab"", ""baab"", ""babab"" ], negative example: [ ""aa"", ""bb"", ""aba"", ""aabba"", ""babba"", ""baba"", ""bbb"" ]"
Three Choices (Regex),001|1010|110,001|10101|110,"positive example: [001, 10101, 110, 1100, 1101, 1103]  
negative example: [000, 111, 101, 010, 100, 011, 1110]"
non isolated 'b',(a|(b*bb))*,(a)*(bb+bb)*(a+b)*,"Positive examples: [ ""abba"", ""bbbb"", ""aaaabbbbbba"", ""bbabba"", ""bbbbba"", ""ba"" ]

Negative examples: [ ""ab"", ""bab"", ""bbcab"", ""cba"", ""aaaaaac"", ""baba"" ]"
even prefix,(ab|ba)*,(aa|bb)*,"Positive example: ['aa', 'bb', 'aaaa', 'bbbb', 'aabb', 'bbaa']  
Negative example: ['a', 'b', 'ab', 'ba', 'aab', 'bba']"
non isolated 'b',(a|(b*bb))*,((a)*b*b(bb)*b*(a)*)|((a)*b*(bb)*b*(a)*),"Positive example: [ ""ab"", ""bbba"", ""bba"", ""aaabbb"", ""abbba"", ""bab"" ]

Negative example: [ ""aaa"", ""bbbbbb"", ""aabb"", ""abab"", ""baa"", ""bb"", ""abba"" ]"
even number of 1's,(0*10*10*)*|0*,(0*1(0*10*110*)*)|0*,"positive example: [0, 1, 10, 110, 1110, 100110, 10110, 0, 00, 000, 0110, 10110110]
negative example: [011, 10101, 111, 00110, 1011, 0011, 1110, 1000, 0101, 1101]"
Odd number of 1s,0*10*(10*10*)*,(0*|(1(11))*),"Positive example: ["""" , ""0"", ""00"", ""000"", ""111"", ""111111"", ""111111111""]

Negative example: [""1"", ""01"", ""10"", ""110"", ""1110"", ""101"", ""001""]"
Length 1 or More,(0|1)(0|1)*,0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example: [ ""01010101010101010101010101010101010101010101010101"", ""000001111000111001010101"", ""1010101010101010"" ]

negative example: [ ""110110110"", ""000011110000101"", ""111111000000"" ]"
even number of 1's,(0*10*10*)*|0*,0*1(0*1)*0*,"Positive example: [101, 110, 1110, 1010, 10010]  
Negative example: [0, 001, 11, 0101, 111]"
Odd number of b's,(a*ba*b)*a*ba*,(b+(bb*)),"positive example: [bb, bbb, bbbbb]  
negative example: [b, bbbbbbb, bbbbbbbb]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((11*00*11*)|(00*11*00*)|(11*00*11*00*11*)|(00*11*00*11*00*))*,"positive example: [ """", ""0"", ""1"", ""000"", ""111"", ""1100"", ""0011"", ""110011"", ""001100"", ""1100111100"", ""001100111100"" ]

negative example: [ ""010"", ""101"", ""1001"", ""0110"", ""11100"", ""00011"", ""110101"", ""001001"", ""11010"", ""001010"" ]"
An even number of 1's,(0|10*1)*,0|(0*1)*,"positive example: [ """", ""0"", ""01"", ""001"", ""0001"", ""0101"", ""00101"", ""010101"", ""0010101"" ]

negative example: [ ""1"", ""11"", ""10"", ""100"", ""101"", ""110"", ""111"", ""1101"", ""1110"" ]"
non isolated 'a',(b|(a*aa))*,(b*|a*ab*|aa*b*)(b*|aa*b*|a*ab*)(b*|aa*b*|a*ab*),"Positive example: [ """", ""a"", ""b"", ""ab"", ""aa"", ""aab"", ""abb"", ""aaa"", ""aaab"", ""ba"", ""baa"", ""bb"", ""abab"" ]

Negative example: [ ""aba"", ""aaaab"", ""aaba"", ""baba"", ""abba"", ""baaa"", ""bbaab"", ""aabaabb"" ]"
Every b followed by two or more a's,(a|baa)*,a*|b*(aa),"positive example: ["""" , ""a"", ""aaa"", ""bbaa"", ""bbbaaa"", ""bbaa""]
negative example: [""b"", ""bb"", ""ba"", ""ab"", ""baaa"", ""abb""]"
Odd number of 1s,0*10*(10*10*)*,1(11*),"Positive example: [1, 11, 111, 1111, 11111]  
Negative example: [0, 10, 100, 101, 110]"
even number of 1's,(0*10*10*)*|0*,(01)*(01)*,"positive example: ['01', '0101', '', '010101', '01010101']  
negative example: ['0', '1', '00', '11', '0110']"
Every b followed by two or more a's,(a|baa)*,a*(b+aa)*a*,"Positive example: [ """", ""a"", ""aa"", ""b"", ""ba"", ""ab"", ""aab"", ""baa"", ""aba"", ""aaaba"" ]

Negative example: [ ""bb"", ""bbb"", ""abab"", ""baab"", ""abbb"", ""bbba"", ""abbbb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*bb*)*,"Positive examples: [ ""ab"", ""aabb"", ""b"", ""abb"", ""baa"", ""aabbb"" ]

Negative examples: [ ""aaa"", ""bbba"", ""aabaa"", ""abab"", ""baabb"" ]"
Every b followed by two or more a's,(a|baa)*,(a*|b*)(aa)+,"Positive examples: ['aaaa', 'aaaaaa', 'baaa', 'bbaaaa', 'bbaa', 'aaaaa']

Negative examples: ['a', 'b', 'aaa', 'abb', 'b', 'aabaa']"
Odd number of 1s,0*10*(10*10*)*,(0*|1(11)*)(0+|1(11)*),"Positive example: [ """", ""0"", ""00"", ""1"", ""111"", ""1111"", ""11111"", ""011"", ""00"", ""111111"" ]

Negative example: [ ""10"", ""01"", ""110"", ""100"", ""1110"", ""0101"", ""101"", ""1101"", ""1001"", ""1010"" ]"
first and third,a(a|b)a(a|b)*,a(a+b)*a,"positive example: [aa, aba, abba, aabba, abbba, ababababa]  
negative example: [a, b, ab, abb, baa, abbbb, babab]"
Every b followed by two or more a's,(a|baa)*,(a*|b*)(aa)*,"positive example: ["""" , ""aa"", ""aaaa"", ""bbaa"", ""aaa"", ""bbb"", ""aaaaaa""]  
negative example: [""a"", ""b"", ""ba"", ""ab"", ""aab"", ""aba"", ""babab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab)*(ab)*aaa(a)*,"Positive example: ['abaaaa', 'ababaabaaa', 'aaa', 'ababaabaaa', 'abaaa']

Negative example: ['abab', 'aaaa', 'ab', 'baaaa', 'abbba']"
Odd number of b's,(a*ba*b)*a*ba*,b+a(a+b)((b+a)(b+a))*,"Positive example: [baa, baabaab, baaabab, baabb, baabab]

Negative example: [baa, bab, bba, aaa, ababab]"
even number of 1's,(0*10*10*)*|0*,(0*(1?)*0(1?))*,"positive example: ["""" , ""0"", ""00"", ""010"", ""0010"", ""01010"", ""000"", ""0000"", ""00010"", ""010100""]
negative example: [""1"", ""11"", ""111"", ""001"", ""1110"", ""1010"", ""0001"", ""01011""]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*ba*)+|a*ba*,"positive example:[bbbb, ab, abbabb, aaaabaa, aabaaabb, aabb]
negative example:[aa, aaba, bbab, aba, abba, bba]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*(01)*0*,"positive example: [ """", ""01"", ""010"", ""001"", ""0101"", ""00001"", ""010010"", ""0000100"", ""01010"", ""0010100"" ]

negative example: [ ""1"", ""10"", ""11"", ""0011"", ""0111"", ""101"", ""110"", ""111"", ""1"", ""0001"" ]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*|(1+0+1*0+1+)*|1*,"Positive example: [010, 111, 00, 101010, 111111]

Negative example: [1101, 0110, 100, 00101, 11100]"
