Short Description,Regex,Attempt Regex,ChatGPT Output
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)(aaa)+,"Positive example: [aaaaa, abaaa, baaaa, bbaaa, aaaaaa, abaaaa, baaaaa, bbaaaa]  
Negative example: [aaaa, abaa, baaa, bbaa, aaaaab, ababaa, bbbaaa, aaabaa]  "
Odd number of b's,(a*ba*b)*a*ba*,b(bb)*,"positive example: [b, bbb, bbbbb, bbbbbb]
negative example: [bb, bb, bbbbbbb, bbbbbb]"
Odd number of b's,(a*ba*b)*a*ba*,a*a(a*ba*ba*)*ba*,"positive example: [ ""ba"", ""aaba"", ""aaaba"", ""abba"", ""ababa"", ""abababa"" ]  
negative example: [ ""aaa"", ""b"", ""abab"", ""aab"", ""abbaabba"", ""aabab"" ]  "
Every b followed by two or more a's,(a|baa)*,"a*b{1}a{2,}","positive example: [bbaa, bbbaaa, abbaa, aabbaa, bbbaa, abbaaa]  
negative example: [bb, aa, bba, ab, ba, aaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(bb)*,"Positive example: [`b`, `aba`, `baaab`, `babbb`, `abba`, `abab`, `baabbabbb`]

Negative example: [`a`, `bb`, `aaa`, `aabba`, `bba`, `bababa`, `abbaa`]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*(bb)*a*,"Positive example: [ ""b"", ""ab"", ""ba"", ""aab"", ""babb"", ""abba"", ""abaab"", ""baab"", ""bb"", ""bbbba"", ""baba"", ""baa"", ""bab"", ""aabba"", ""bbba"" ]  
Negative example: [ ""babbb"", ""abbbba"", ""abaa"", ""aabbb"", ""bbaa"", ""bbbb"", ""babba"", ""abbaaa"", ""bba"", ""aabab"", ""ababb"", ""baabbb"" ]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001),"Positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001]  
Negative example: [0, 11, 110, 1111, 101, 00, 000, 111111, 1010, 0101, 1001, 1100, 11101, 0011, 0110, 10100, 11011, 10001, 0000, 0101]"
non isolated 'b',(a|(b*bb))*,(a+bb)*,"positive example: [abb, aabb, aaabb, abbabb, aabbbbaabb]  
negative example: [a, bbb, aaab, bbabb, abaabb]"
even prefix,(ab|ba)*,ba,"positive example: [ba, baa, bab]  
negative example: [b, a, ab]"
non isolated 'b',(a|(b*bb))*,(bbb+a)*,"Positive example: [bbb, bbbabbb, a, abbb, bbbabbbbbb, aa, bbbbbbba]  
Negative example: [bb, bba, abab, bbbbbb, ab, baaa, bbabaa]"
Every b followed by two or more a's,(a|baa)*,baaa*,"positive example: [baa, baaa, baaaa, baaaaa, baaaaaa]  
negative example: [b, ba, baab, bab, aaaa]"
non isolated 'b',(a|(b*bb))*,((a*bbb*a*))*,"positive example: [bbb, abbb, bbba, aabbbbaa, bbbb, ababbba]  
negative example: [bb, babb, bbbab, aaab, bba, aabb]"
even number of 1's,(0*10*10*)*|0*,(0*10*1)*0,"Positive example: [ """", ""0"", ""10"", ""01"", ""001"", ""1001"", ""010"", ""1010"", ""0101"", ""11001"" ]  
Negative example: [ ""1"", ""11"", ""0011"", ""000"", ""10101"", ""111"", ""011"", ""110"", ""101"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaaa*,"positive example: [aaaaaaa, baaaaaa, bbaaaa, aaaa]

negative example: [aaa, abaaab, aaab, b, c]"
Three Choices (Regex),001|1010|110,001|110,"```plaintext
positive example: [001, 110]
negative example: [000, 011, 100, 101, 010, 111]
```"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a)*(bb)*a*,"Positive example: [ ""ba"", ""bba"", ""abba"", ""aaa"", ""bbba"", ""abbbba"", ""aabaaa"", ""aabbaa"" ]  
Negative example: [ ""b"", ""babb"", ""bbb"", ""aababa"", ""abab"", ""ab"", ""bb"" ]  "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,b*a*a+,"Positive example: [baaa, aaaa, baa, aaa, bbaa]  
Negative example: [bba, b, a, ab, bb]  "
non isolated 'b',(a|(b*bb))*,a*b*bbb*a*|a*,"Positive example: ['bbb', 'abbb', 'aabbbbaa', 'aaaa', 'a', 'aaaabbb', 'bbbbba', 'bbba']

Negative example: ['bba', 'abb', 'aabab', 'bbbaa', 'bbbbaa', 'aaabb', 'bbbbbb', 'abbaa']"
Length 1 or More,(0|1)(0|1)*,(1|0),"positive example:[1,0],negative example:[11,00,10]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa+),"positive example: [abaaaaa, bbaaaaaa, abaaaaaaa]  
negative example: [aaabbaaaa, baa, babaaa]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0(1*0)*,"positive example: [0, 00, 010, 0110, 01010, 011110, 0110110]  
negative example: [1, 10, 01, 001, 110, 011, 1110]  "
non isolated 'b',(a|(b*bb))*,(a*b(b+)a*)*,"Positive example: [`""""`, `""b""`, `""abb""`, `""bba""`, `""abbba""`, `""ababba""`, `""bbb""`, `""aabbbaa""`, `""abba""`, `""bbababa""`]  
Negative example: [`""a""`, `""aa""`, `""aba""`, `""baa""`, `""abbab""`, `""abbaabba""`, `""bbbabb""`, `""ababbaa""`, `""babab""`, `""bbbbab""`] "
Length 1 or More,(0|1)(0|1)*,0+1,"positive example:[01, 001, 0001],negative example:[1, 10, 011]"
Length 1 or More,(0|1)(0|1)*,(01)*(01)+,"Positive example: [ ""01"", ""0101"", ""010101"", ""01010101"", ""01"" * 3 ]  
Negative example: [ """", ""0"", ""1"", ""010"", ""0101010"", ""101"" ]"
first and third,a(a|b)a(a|b)*,(aaa(a+b)*)|(aba(a+b)*),"Positive example: [aaa, aaaa, aabaa, aba, abaaa, ababab, aaab, aaabab]  
Negative example: [aab, abb, bb, aaaab, abab, abaa, baaa, bba]  "
Length 1 or More,(0|1)(0|1)*,(0|1)(0*|1*),"positive example: [00, 01, 10, 111, 000, 1111, 0000, 01, 10]  
negative example: [110, 101, 001, 010, 1001, 0110, 1101, 0101, 1010]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(11)*1|1(11)*),"Positive example: [1, 11, 10, 110, 101, 111, 1111, 1011]  
Negative example: [0, 00, 100, 1110, 1101, 001, 010]"
even number of 1's,(0*10*10*)*|0*,((0*10*1)*0)*,"positive example: [ ""010"", ""0010"", ""0100100"", """" ]
negative example: [ ""100"", ""110"", ""111"", ""0001"" ]"
non isolated 'b',(a|(b*bb))*,(a?)*(bb)*(a?)*,"Sure! Here are the examples:

Positive examples: ["""", ""a"", ""aa"", ""bb"", ""ab"", ""ba"", ""abbb"", ""bbaa"", ""abba"", ""bbbbaa"", ""abbba"", ""bbbb"", ""bbba""]
Negative examples: [""b"", ""babab"", ""abbab"", ""bbbbbbba"", ""bbbbab"", ""aaaab"", ""aabba"", ""bbaabba"", ""ababb""]"
Every b followed by two or more a's,(a|baa)*,(a)*|((b)(aa))*(a)*|((b)(aa))*,"Positive example: [ """", ""a"", ""aaa"", ""b"", ""baaa"", ""baaabaaa"", ""aaaa"", ""baabaa"", ""baaabaa"", ""baaa"" ]  
Negative example: [ ""ab"", ""ba"", ""bba"", ""aab"", ""aabaaa"", ""babab"", ""aaaab"", ""abba"", ""bb"", ""aabab"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(b|a)*baa(b|a)b,"Positive examples: [baab, aabaabb, bbaaab, baaab, abaabb]  
Negative examples: [babab, aaabb, baa, ababbaa, bbaab]"
Every b followed by two or more a's,(a|baa)*,"(a+b?a{2,})*","Positive example: [aaa, abaaa, aabaa, abaaaabaa]  
Negative example: [a, ab, abab, b, abaa]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|101101,"```
positive example: [ '0', '11', '101101', '0*', '', '0*10*1', '0*10*10*', '0*110*', '0*11', '0*101101' ],
negative example: [ '100', '1111', '101', '0101', '0002', '101100', '11*', '10*1', '000110', '10*10*1' ]
```"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*ba*,"positive example: [ ""bba"", ""abbba"", ""bbbba"", ""abbbba"", ""abbaa"" ]  
negative example: [ ""a"", ""bb"", ""bab"", ""bbb"", ""abbb"" ]"
even prefix,(ab|ba)*,(ba)*|(ab)*,"Positive example: [ ""ba"", ""baba"", ""abab"", ""babababa"", """" ]  
Negative example: [ ""b"", ""a"", ""bab"", ""aba"", ""ababa"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|ba|aa|bb)+aaa,"Positive example: [abaaa, baaaa, aaaaaa, bbaaa, abbaaa]  
Negative example: [aabaa, babaa, bbaab, aaaab, abaa]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111),"```plaintext
positive example: [ '1', '111', '11111', '10', '1110', '01', '100', '001', '010', '1011', '1000', '1101', '0001', '0010', '0111', '0100', '10101', '10110', '10011', '10000', '11001', '11010', '11100', '00001', '00010', '00111', '00100', '01101', '01110', '01011', '01000', '101001', '101010', '101111', '101100', '100101', '100110', '100011', '100000', '110001', '110010', '110111', '110100', '111011', '111000', '111101', '111110', '000001', '000010', '000111', '000100', '001101', '001110', '001011', '001000', '011001', '011010', '011111' ],
negative example: [ '0', '11', '101', '110', '000', '1010', '11110', '1001', '1100', '0101', '1111', '0110', '0000', '01101', '001001', '111111', '00101', '000101', '01010', '10100', '11000', '11101', '010110', '010111', '111010', '0010011', '000000', '00011', '000101', '1001111', '1101101', '1111100' ]
```"
even prefix,(ab|ba)*,(ab)*,"positive example: [ab, abab, ababab, abababab, ababababab]  
negative example: [a, b, aba, abb, ababa]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa+|ab+|bb+|ba+)+aaa,"Positive examples: [ ""aaa"", ""aaaaaa"", ""bbaaa"", ""bbaaaa"", ""bbaaaaaaa"", ""abaaaa"", ""bbaaaabbabaaa"" ]  
Negative examples: [ ""aabaaa"", ""abbaaa"", ""bbaaab"", ""baaaa"", ""abababaaa"", ""aaaaa"", ""bbaaabbb"" ]"
first and third,a(a|b)a(a|b)*,(aaa|aba)(a+b),"Positive example: [aaab, aaabb, aaabab, abab, ababb, abaab]  
Negative example: [aaa, aaaab, abaaa, abba, abbbb, ababbb]  "
Every b followed by two or more a's,(a|baa)*,a*|a*(baa+),"Positive examples: [a, aa, aaa, baa, baaaa, baaa, aaaaaa]  
Negative examples: [b, ab, bab, ba, bba]"
even number of 1's,(0*10*10*)*|0*,(((10*)1)*)0*,"positive example: ['0', '10', '110', '1110', '101010', '10110', '11010', '1111100']  
negative example: ['1', '11', '101', '1001', '10010', '111', '10101', '110110']"
first and third,a(a|b)a(a|b)*,aaa+aba+a(a+b)*a(a+b)*,"Positive example: [aaaaa, aabaa, aabaaa, aabbbbba, aaabbbba]  
Negative example: [aaa, aba, aabba, aab, aaaaabab]  "
even number of 1's,(0*10*10*)*|0*,(0*|0*110*)+,"Positive example: [ ""0"", ""00"", ""110"", ""0110"", ""000110"", ""1100"", ""110110"", ""01101100"", ""000"", ""110110110"" ]  
Negative example: [ ""1"", ""111"", ""101"", ""011"", ""100"", ""11010"", ""010110"", ""1010"", ""110011"", ""110101""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)ba)*(a|b)a*b)?,"positive example: [ab, bba, ababab, bbabab, abababa, abbaaab]  
negative example: [aaa, b, baab, bbabb, abaaabaaa]"
Every b followed by two or more a's,(a|baa)*,a*(baa)+a*,"positive example: [ ""baa"", ""aabaa"", ""aaabaaa"", ""baabaa"", ""aabaaaaa"" ]  
negative example: [ ""a"", ""baaa"", ""aab"", ""aaaa"", ""abaaa"" ]"
non isolated 'b',(a|(b*bb))*,(a*|(bb)*)*,"Positive example: ["""", ""a"", ""aa"", ""bb"", ""aaa"", ""bbbb"", ""abb"", ""bbaa"", ""aabb"", ""bbbbbb""]
Negative example: [""ab"", ""bba"", ""aba"", ""babab"", ""baaa"", ""aabbab""]"
non isolated 'b',(a|(b*bb))*,(a*bb+)*,"Positive example: [bb, abb, abbbb, bbabb, aabb, bbbbabb, aaaabbb, aabbbb]  
Negative example: [a, aab, ab, baa, bbbba, bba, aabbbba]  "
Odd number of 1s,0*10*(10*10*)*,0*(111)0*,"positive example: [111, 0111, 1110, 001110, 01110]  
negative example: [1, 11, 110, 1111, 10111]  "
4 | #0,1*(01*01*01*01*)*,1*(1*01*01*01*0)*,"Positive example: [ ""1"", ""111"", ""1010100"", ""111110101010100"", ""1011010"" ]  
Negative example: [ ""0"", ""11"", ""10100"", ""11010100"", ""111110100100"" ]  "
even number of 1's,(0*10*10*)*|0*,11,"positive example: [11, 1111, 111111], negative example: [1, 111, 1111111]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(bbb)*(bb)*(a)*,"positive example: [ ""a"", ""aa"", ""bb"", ""bbb"", ""abbb"", ""bbbbb"", ""aaaaabbbb"", ""abbba"", ""aaaabbbbbbb"", ""aabbbaa"" ]  
negative example: [ ""b"", ""aba"", ""bba"", ""bbbba"", ""ab"", ""bbbbbb"", ""aab"", ""aaabbbbbbbba"", ""bab"", ""bbbbbba"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*b*a*b*)aaaa*,"positive example: [aaabbbbbbbbbbaaaaa, bbbbbbbaaaaaa, abaaabbbbbbaaaa, baaabaaaaba, bbbbbbaaaabaaaa]
negative example: [aabbbbbbbbaaaaa, ababababab, aaababaa, abbaaaaaaa, baaabbbbbba]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)+(ab)*,"Positive example: [bab, babbab, bababab, babbababbab, babababab]  
Negative example: [ab, abab, babab, babbabab, abababbab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+0+)*)|((1+0+1+)*),"positive example: [ ""0"", ""1"", ""000"", ""111"", ""010"", ""101"", ""01010"", ""10101"", ""000111000"", ""111000111"", ""0"", ""11"", ""0101010"", ""1010101"" ]  
negative example: [ ""001"", ""110"", ""01010101"", ""10101010"", ""0001"", ""1110"", ""00110011"", ""11001100"", ""010110"", ""1010010"" ]"
non isolated 'b',(a|(b*bb))*,(a*bb*ba*)+(a*),"Certainly!

Positive examples:  
[""abb"", ""abba"", ""bbbba"", ""bbbaaaa"", ""a"", ""aaaa"", ""abbba"", ""bbbbaa""]  

Negative examples:  
[""b"", ""bbbb"", ""ba"", ""bb"", ""aaaab"", ""bba"", ""bbbbba"", ""bab""]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01+0)*0*)|(1*(10+1)*1*),"Positive example: [0, 1, 00, 11, 010, 101, 00110, 11001, 000, 111, 0110, 1001, 01010]  
Negative example: [01, 10, 001, 1100, 0001, 1110, 0101, 1010, 00010, 11100]  "
non isolated 'b',(a|(b*bb))*,((a*)+(bbb*))*,"positive example: [ """", ""a"", ""bbb"", ""aaaa"", ""bbbba"", ""abbb"", ""aaaabbbb"", ""bbbbbaaaa"", ""aaaabbbbbbbaaa"", ""aaabbb"" ]  
negative example: [ ""bb"", ""ab"", ""aabb"", ""bbaa"", ""aaac"", ""bbbccc"", ""aba"", ""abab"", ""baaa"", ""cbbb"" ]"
Odd number of 1s,0*10*(10*10*)*,0*1(11)*,"Positive example: [1, 011, 01111, 111, 00111]  
Negative example: [0, 10, 0110, 1110, 000]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001]  
negative example: [11, 0, 110, 101, 000, 1111, 1001, 0101, 111111, 11011, 10100, 01101, 00010, 0011, 0110, 11000, 00101, 00011, 01010, 10001]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*a*,"Positive example: [ ""a"", ""aa"", ""baa"", ""aaa"", ""baaa"", ""baaaa"", ""aabaa"", ""aaaa"", ""baabaa"", ""aaa"" ]  
Negative example: [ ""b"", ""aba"", ""aab"", ""ba"", ""abaaa"", ""bb"", ""bbaa"", ""ab"", ""aabaaa"", ""bbaaa"" ]  "
Every b followed by two or more a's,(a|baa)*,(a*(b{1}aa+)),"positive example: [baa, baa, baaa, baaaa]  
negative example: [a, b, aab, abaa, ba]  "
contains 'bab',(a|b)*(bab)(a|b)*,(bab)+,"Positive example: [bab, babbab, babbabbab]  
Negative example: [ba, babb, abab]  "
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b|ba)(a)*(bb)*(a)*,"Positive example: [ ""b"", ""ba"", ""ab"", ""abab"", ""aabba"", ""abba"", ""abbba"", ""aaabbba"", ""aaaabbbaaa"", ""baaabbbaaa"" ]  
Negative example: [ ""bb"", ""bab"", ""babba"", ""babbaa"", ""abbaa"", ""babb"", ""aabbb"", ""abbbaa"", ""bbb"", ""babbb"" ]  "
even number of 1's,(0*10*10*)*|0*,(0)*(11)*((01|10)(01|10))*(10+1),"Positive example: [1111001, 01110111101, 111011001, 0111001101, 101101]  
Negative example: [111100110, 000011110, 0101010, 0011, 111100]  "
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*a*,"Positive example: [ ""ab"", ""aab"", ""aabaaa"", ""abab"", ""aabaaab"", ""ababab"", ""abaaababa"", ""aaaabaaabb"" ]  
Negative example: [ ""b"", ""aabb"", ""abb"", ""ba"", ""aaba"", ""abbbb"", ""ababaa"", ""aaaabaaabbb"" ]  "
even number of 1's,(0*10*10*)*|0*,(0*(10*1))*,"Positive example: [ "" "", ""10"", ""101"", ""1010"", ""101010"", ""1001"", ""10100101"", ""1001101001"", ""100110010011"", ""100110100110101"" ]  
Negative example: [ ""1"", ""11"", ""100"", ""1011"", ""011"", ""110"", ""001"", ""10100"", ""1001101"", ""10010110"" ]"
even number of 1's,(0*10*10*)*|0*,0*1(0+1),"positive example: [01, 001, 011, 0011, 00011]
negative example: [0, 10, 100, 111, 000]"
Every b followed by two or more a's,(a|baa)*,([a]*[b])?([a]{2}[a]*),"Positive example: ['aa', 'aaa', 'baaa', 'bbaaa', 'aaaa', 'abbaaa']  
Negative example: ['b', 'ab', 'a', 'bb', 'bbaa', 'babab']  "
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*a*,"Positive example: [ ""b"", ""ab"", ""ba"", ""aabba"", ""baa"", ""babab"", ""aabaaa"", ""bababaa"", ""aababaab"", ""aaaabaabaa"" ]  
Negative example: [ ""a"", ""bb"", ""aba"", ""baaab"", ""babb"", ""abab"", ""aababb"", ""bbaba"", ""abaaa"", ""bbaa"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*)ba*,"Positive example: [ab, abab, aababaa, baa, aaabaaa, ababab]
Negative example: [aab, aba, bab, aaba, bba, aabba]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*(a|b)a*b,"```
positive example: [ab, abaab, abab, abababaabab, babaab, bbaab, ababab, bab]
negative example: [aa, bbb, aaab, bbba, abba, babb, aaaa, bbbb]
```"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaa+,"positive example: [aaa, baa, ababaaa, bbaa, aaaa, abaaaa]  
negative example: [aa, bbaaa, abababaa, ab, baba]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(bbb)*(a)*,"positive example: [ """", ""a"", ""aa"", ""bbb"", ""abbba"", ""abbb"", ""aaaa"", ""bbbbbb"", ""bbaa"", ""aabbb"", ""aaabbbbaa"" ]

negative example: [ ""b"", ""c"", ""ab"", ""ba"", ""bbba"", ""bbab"", ""babab"", ""abbabb"", ""aaabbbab"", ""bba"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(b(bb)*),"positive example: [b, bbb, bbbbb, bbbbbbb]  
negative example: [bb, bbbbbbbbb, bb, bbbbbbbbbb]"
non isolated 'b',(a|(b*bb))*,a*b*bbb*a*,"```plaintext
positive example: [bbb, abbba, abbbba, aaabbbbaa, bbbbaaaa]
negative example: [b, bb, ababab, bbbbb, aaaabbb]
```"
An even number of 1's,(0|10*1)*,(0*10*10*)|0*|(11)*,"positive example: [0, 00, 010, 011, 11, 0, 10, 00, 0, 1111]  
negative example: [101, 110, 001, 11111, 100, 1010, 0001, 1101, 0111, 1110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(1+0*1+)*|(0+1*0+)*,"positive example: [ ""0"", ""1"", ""101"", ""1101"", ""1110011"", ""010"", ""00100"", ""101010"", ""010101010100"", ""111011"" ],
negative example: [ ""00"", ""11"", ""1001"", ""0100"", ""1011"", ""000"", ""1111"", ""110"", ""0110"", ""10101"" ]"
even number of 1's,(0*10*10*)*|0*,(0*10*1)*|0*,"positive example: [ε, 0, 00, 01, 10, 1101, 001, 0101, 0000]  
negative example: [11, 101, 110, 0001, 1001, 111, 00101, 01010, 100]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*,"Positive example: [ ""00"", ""010"", ""0010"", ""01010"", ""000"", ""011110"", ""010010"" ]  
Negative example: [ ""0"", ""1"", ""011"", ""001"", ""10"", ""100"", ""01"" ]  "
An even number of 1's,(0|10*1)*,0*(0*10*1)*,"Positive example: [ ""0"", ""00"", ""01"", ""001"", ""0101"", ""00101"", ""000101"", ""1001"", ""010101"" ]  
Negative example: [ ""1"", ""11"", ""101"", ""01100"", ""100"", ""010"", ""1101"", ""00010"", ""101010"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*),"positive example: [ ""1"", ""0"", ""01"", ""10"", ""11011"", ""0011"", ""010"", ""1001"", ""0"", ""1111010"" ]  
negative example: [ ""00110"", ""10010"", ""01101"", ""10101"", ""0010"", ""11100"", ""000101"", ""1011010"", ""010101"", ""110010"" ]"
Every b followed by two or more a's,(a|baa)*,(baa+)*,"positive example: [baa, baaa, baaaa, baabaa, baaabaaa]  
negative example: [b, ba, baaab, baaaaa]"
non isolated 'a',(b|(a*aa))*,(aa+)*,"Positive example: [aa, aaa, aaaa, aaaaa, aaaaaaa]  
Negative example: [a, aaaaab, aaaabaaa, bb, aaaab]  "
non isolated 'a',(b|(a*aa))*,(b*((aa)?))*,"Positive example: [ ""b"", ""bb"", ""bbaa"", ""bbaab"", ""bbaabbaa"", ""aaa"", ""baa"", ""bbaa"", ""bbbb"", """" ]  
Negative example: [ ""ab"", ""a"", ""aaaab"", ""bbaabb"", ""babb"", ""baaab"", ""aaaa"", ""babab"", ""aabb"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,ba*(bb|a)*|a*b(bb|a)*,"positive example: [ ""b"", ""ba"", ""baa"", ""bba"", ""baaab"", ""bbb"", ""a"", ""ab"", ""aba"", ""aab"", ""abbb"" ]

negative example: [ ""bbba"", ""abab"", ""aaa"", ""bb"", ""aa"", ""bab"", ""abb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a)*,"positive example: [""b"", ""ab"", ""ba"", ""aaaab"", ""baaa"", ""aabaaa"", ""aaabaaa""]  
negative example: [""a"", ""aa"", ""abab"", ""baaaab"", ""bb"", ""aba"", """"]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*((ab|ba|b)b)*a*,"Positive example: [`aba`, `abba`, `ababba`, `abbaabba`, `aaaba`, `ba`, `bba`, `abbba`, `aaabaa`, `aabbabbaa`]

Negative example: [`abaa`, `ab`, `bbb`, `bab`, `aabb`, `abbbaa`, `ababb`, `bbab`, `baabab`, `aabaaa`]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a+b+aaa+,"positive example: [aabbaa, abbaaa, aaabaaa]  
negative example: [aaa, abaa, bbaa]  "
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b)(a)*(bb)*(a)*,"Positive example: [ ""b"", ""ab"", ""ba"", ""bba"", ""abbb"", ""aabbbba"" ]  
Negative example: [ ""bbb"", ""a"", ""aba"", ""bb"", ""abab"", ""baab"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*|(1001),"positive example: [ ""0"", ""01"", ""101"", ""1001"", ""10101"", ""010"", ""1001"", ""111101111"", ""01010"", ""111""]
negative example: [ ""00"", ""011"", ""1010"", ""100"", ""110"", ""0001"", ""1010101"", ""101101"", ""11001"", ""1110""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,[ba]*[b]+[a]+[a]+[b]+,"Positive example: [bbaab, bbaaab, bbbaabb]  
Negative example: [bbbb, aabab, baabaab]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*(baa)a*b+,"Positive example: [ ""baab"", ""aabbaaab"", ""baaab"", ""baaabb"", ""aaaaabaaaaaabbb"" ]  
Negative example: [ ""bbaa"", ""aab"", ""baaabbb"", ""aaabb"", ""aaaabaaa"" ]  "
non isolated 'a',(b|(a*aa))*,(b*|a+ab*|aa+b*)(b*|aa+b*|a+ab*)(b*|aa+b*|a+ab*)b*,"Positive example: [ ""bb"", ""aab"", ""abbb"", ""bba"", ""aabb"", ""aaabb"" ]

Negative example: [ ""aaa"", ""abaa"", ""baaa"", ""abba"", ""abab"", ""aa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*ba*b)*a,"Positive examples: [ ""ba"", ""aaaabaa"", ""aba"", ""aababaaaa"", ""baaabaaa"", ""aaaaabaaa"", ""aaaaabaaaaaaa"" ]  
Negative examples: [ ""a"", ""b"", ""bb"", ""ab"", ""aaaa"", ""babab"", ""babbaa"" ]"
