Regex,Attempt Regex,ChatGPT Output
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0),"positive example:[00, 11, 101, 111, 0100, 1101, 0010, 00100, 11011, 0110]  
negative example:[1, 10, 01, 001, 110, 100, 11, 0]"
(b|(a*aa))*,b*(aaa*)*b*,"positive example:[, bbaabb, aa, aaa, baaab, aab, aaab, baaaab, bbb, abb]
negative example:[aabaab, aba, bab, abaa, a, bbabaa, ab, baaba, aabbb, abba]"
a(a|b)a(a|b)*,(aaa)|(aba)(a+b)*,"positive example:[aaa, aba, abaabab, abaaa, ababb, abababa],negative example:[a, aa, ab, abaa, b, ba]"
a*(ba*ba*ba*)*,a*(ba*ba*b)*a*,"positive example:[a, baa, aba, bbba, baabbaa, ababaa]
negative example:[b, bab, bbba, abb, bababa]"
0*10*(10*10*)*,0*10*(11)*11,"positive example:[11, 01111, 0101111]  
negative example:[1111, 0001111101, 100111]"
0(0|1)*0,0+(0*1*0*1*)0+,"positive example:[0010, 0001100, 01010, 01100010], negative example:[0101010, 0, 010101100, 1]"
(a|baa)*,a*(ba{2}a*),"positive example:[baa, abaaa, aabaa, baaa, baaab], negative example:[ba, bba, aab, aba]"
(a|b)*(bab)(a|b)*,aaaabab,"positive example: [aaaabab]  
negative example: [aaaaabab, aaabbab, aaaabbab, baaaabab, aaaababaa]"
(0|10*1)*,((0*10*1)*)|0*,"positive example: [0, 0101, 00, 01, 1010, 010101, 1110]

negative example: [1, 11, 10, 101, 011, 111]"
(a|(b*bb))*,(a*bb+a*)*,"positive example: [abba, bb, abbbbbaa, aabbbaabbb, bbabba, aa, bbaabb]

negative example: [aba, abab, aab, aaaab, bbb, abb, ba, aabb]"
b*a*,"b{0,}a{1,}","positive example: [a, ba, bba, aaaa, baa], negative example: [b, ab, aba, bbaa, baab]"
(0*10*10*)*|0*,(0?10*10*)*|0*,"positive example:[00, 0, 01010, 1111, 010, 0110, 000, 0101010, 1010]

negative example:[1, 101, 110, 011, 100, 1110]"
a*(ba*ba*ba*)*,((a*)b(a*)b(a*)b(a*))*,"positive example: ["""" , ""bbbbbbbbb"", ""bab"", ""baabaabb"", ""bbbbb"", ""babbbab""]
negative example: [""b"", ""bb"", ""aba"", ""bbb"", ""bba"", ""bababa""]"
(a|(b*bb))*,(bb)*a,"positive example: [bbbba, a, bba, bbbbbbba, bba]  
negative example: [bb, bbbaa, ba, bbab, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1+)*)|(0+(1+0+)*),"positive example:[1, 10, 101, 1001, 0110]  
negative example:[2, 101010, 001, 1110, 0100]"
(a*ba*b)*a*ba*,(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[baa, babb, ab, abb, aabbb, ba, aab, abbb]
negative example:[a, abaa, aaa, """", bbbb, bbba, aaaa]"
(a*ba*b)*a*ba*,(bb)*b,"positive example: [bbbbb, b, bbb, bbbbbbb]  
negative example: [bb, bb, bbbbbbbbb]"
(a|b)*baa(a|b)*b,(a|b)*baa+b*b,"positive example:[aaaabbb, abbaaab, baaabb, baaabbb]
negative example:[baaaa, aaab, bbab]"
(a*ba*b)*a*ba*,a*b(a|(bb))*,"positive example:[ab, aab, abba, aabba, abbbb, aabbbb, bba, aababb, b],
negative example:[aa, bb, aba, aaba, a, bbb]"
(0|1)(0|1)*,(0|1)((0+)(1+)),"positive example: [00011, 001, 101, 011, 0111, 000111]  
negative example: [01, 00, 111, 0, 010, 100]"
(a|baa)*,a+(baa)*|a+,"positive example:[abaa, aabaabaa, aa, abaaabaa, aaaaaa, abaaabaaabaa]
negative example:[b, ab, ba, baba, abaaa, ab]"
(a|b)*baa(a|b)*b,(a|b)*(baa)b,"positive example:[baab, abbaab, babaab],negative example:[abab, babab, aabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*0(1+0)+0*)+,"positive example:[010010, 00100, 01001010, 0010, 0001010, 0100]  
negative example:[01, 10, 11, 001, 00011, 010101]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example: [110, 100, 10, 01, 111, 000, 101, 011, 010, 001]  
negative example: [0, 11, 1110, 1010, 1111, 0101, 1000, 1011, 0011]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example:[aaaa, bb, bbb, aabbb, aabbbaa, bbbaaa, abb, bbbaa, aabbbaabbbaa], negative example:[bbbabb, bbbbb, abab, bbaaba, ababba, bbabbabba, b, bbabbabb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*)|((a|b)a*b)|((a|b)aaa*b),"positive example: [ab, ba, aaabba, aba, aaaab, aaab]

negative example: [b, baa, aaba, aaabb, bbba, bab]"
b*a*,(a+)|(b+a+),"positive example: [aa, aaa, ba, baa, baaa, a]  
negative example: [b, bb, ab, abb, bab]"
b*a*,(b*a+)?,"positive example: [b, ba, a, bba, bbba, bbaa]

negative example: [ab, aba, aa, bab, abba, aab]"
(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1(0*|11)*)0*,"positive example:[, 0, 00, 11, 001, 010, 011, 0011, 000, 101, 100, 1011, 010101, 00011, 00101011, 1001011, 0101100]
negative example:[1, 111, 1111, 110, 1010, 1100, 1101, 0111, 1110, 10110, 11011, 11101, 110110, 111111]"
(a*ba*b)*a*ba*,(b)(a|bb)*,"positive example:[b, ba, babb, babbab, babbb, babba]
negative example:[bb, baab, bab, bba, bbaa, bbab]"
(a|baa)*,(a)+(baa)+|(a)+,"positive example: [aabaa, a, abaabaa, aa, aabaaabaa, aaa, abaa, aabaaa]
negative example: [b, , baa, abaa, bba, bbaa, aab, abc]"
(a|(b*bb))*,a*(bb)*a*(bb)*a*,"Positive example: [bbbbaabbbbaa, aabbabb, aabbbb, bbba, baa, bbbaa]
Negative example: [bbabbabb, abbb, bab, bbabaa, abbaa]"
(a*ba*b)*a*ba*,[a]*b([a]*b[a]*b[a]*)*,"positive example:[b, ab, aab, bb, ababab, abaabb, aabbb, aababab, abbabb]
negative example:[ba, aa, bab, baa, aaa, abab, abbba, aaba, bba]"
(a*ba*b)*a*ba*,(a*ba*)(a*bba*)*,"positive example: [bbbbb, aabaa, aba, abbba, aabba, aabbaa]  
negative example: [bbb, aaab, baa, bba, ab, aaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0|1)*1|0(0|1)*0,"positive example:[00, 11, 0100, 1101, 1011, 0010, 101, 1001, 0110]  
negative example:[1, 01, 10, 111, 010, 001, 000, 1110]"
a+b,(ab),"positive example: [ab], negative example: [a, b, aa, bb, ba, aba, abba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101),"positive example:[111, 01, 10, 1110, 0001, 0010, 0111, 1000, 1101, 1011, 0100, 00100, 11100, 00001, 00010, 01101, 01110, 10000, 11001, 11010, 10101, 10011, 101001, 101010, 100110, 110100, 011100, 111101, 001111, 000010, 001000, 010101, 111110, 100011, 011111, 101111], negative example:[111111, 0, 001, 100001, 011000, 01001, 1111111, 10100, 00110, 1111100]."
(a|(b*bb))*,(a)*bb(a)*,"Positive examples: [bb, abb, bba, aabb, bbaa, aaabb, abba]

Negative examples: [b, aaa, abab, baab, a, ab, bbaabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*,"positive example:[, 00, 0101010, 000111000, 0100010]  
negative example:[1, 01010, 101, 1100, 111]"
(a*ba*b)*a*ba*,a*b(ba*b)*a*,"positive example:[ab, ba, aabbaa, bbabaa, aaba], negative example:[baaa, bbb, aaabbb, bab, aa]"
a(a|b)a(a|b)*,(aaa)+(aba),"positive example:[aaaaba, aaaaaaba],negative example:[aba, aaaaaa, aabaaa]"
(0*10*10*)*|0*,(0*(11)*0*)*,"positive example: [11011, 0, 11, 110011, 001100, 00011110000]  
negative example: [111, 100, 010, 1111, 0011, 1010]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b)?,"positive example:[bba, bab, ab, aaaba, ba, aab, aba]
negative example:[abab, b, bb, aaa, baa, a, bbb]"
(a|baa)*,a*b(aa)|a*,"positive example:[baa, , aa, aabaa, abaa],negative example:[b, bab, ba, bb]"
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)a{3},"positive example: [bbaaa, aaaaa, abaaa, baaaa, bbaaaa, aaa, aba, baaa]  
negative example: [aaaaaa, aaaa, bbaa, baa, aabb, abaa, bb]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)(aaa)+,"positive example:[aaa, abaaa, baaaaa, bbaaaaa]  
negative example:[aab, baa, aaaab]"
(a*ba*b)*a*ba*,b(bb)*,"positive example: [b, bbbb, bbbbbb], negative example: [bb, bbb, bbbbbb]"
(a*ba*b)*a*ba*,a*a(a*ba*ba*)*ba*,"positive example: [ababab, abbbbb, aaabaa, ababa, aaaabaa, ababbab]  
negative example: [babab, aab, baaa, bba, aaabb, bbaa]"
(a|baa)*,"a*b{1}a{2,}","positive example:[baaa, aabaa, abaaa, baa, abbaaa, aabaaa],negative example:[bbaa, ba, aa, aaa, ab, abaa]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(bb)*,"positive example:[ba, abaabba, abab, baaabbbaa, babbaabb]
negative example:[ab, bbba, aaabb, babbb, aabbbba]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*(bb)*a*,"positive example: [aaab, bba, baabbaa, aba, baaab, baba]
negative example: [bbabaa, abaabb, bab, abbbbab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001),"Positive example: [10101, 1101, 10000, 10110, 10011, 100, 111, 001, 0010, 01, 10, 0100, 0111, 0001, 010, 1110, 1000, 1011, 11111, 11001, 1]  
Negative example: [0, 11, 101, 0101, 1001, 111111, 000, 011, 1100, 1010]"
(a|(b*bb))*,(a+bb)*,"positive example:[, abbabb, abbbbabbb, abb, aabb, abbbbbabb, abbabbabbabbbbabbabb]
negative example:[b, ab, bb, a, babb, bbb, abbbbb, babbabba, aabbb]"
(ab|ba)*,ba,"positive example: [ba], negative example: [ab, aa, bb, b, a]"
(a|(b*bb))*,(bbb+a)*,"positive example: [bbb, a, bbba, bbbabbbba, bbbabbb, abbba, aaa]
negative example: [b, ab, abab, bba, abbb, baa, bab]"
(a|baa)*,baaa*,"positive example:[baa, baaaa, baaa],negative example:[ba, b, aaaa]"
(a|(b*bb))*,((a*bbb*a*))*,"positive example:[, abb, bbabbb, bbb, abbb, babbbabbb],
negative example:[a, bba, aa, bab, bbba]"
(0*10*10*)*|0*,(0*10*1)*0,"positive example: [0, 11110, 0110, 101, 1001, 0, 1010, 10]
negative example: [11, 1101, 10110, 0011, 000, 0101, 111, 01]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaaa*,"positive example:[aaaaa, bbaaaaa, abaaaa, aaaaaa, aa, bbaaa], negative example:[baaaa, cdaaaa, abcdef, aaaa, baaa]"
001|1010|110,001|110,"positive example:[110, 001],negative example:[0, 011, 100]"
(a*ba*b)*a*ba*,a*b(a)*(bb)*a*,"positive example:[baabbbbaa, aab, ab, baaaa, abba, babbaa], negative example:[bbbabba, bbba, baaabbb, bbbb]"
b*a*,b*a*a+,"positive example: [bbaa, baa, aa, a, bbaaa]  
negative example: [bb, ba, ab, baaab, b, aaaabb]"
(a|(b*bb))*,a*b*bbb*a*|a*,"Positive example: [bbaa, aabba, , bb, aa, abbb, bbb, aaaa, abbbb]
Negative example: [bbabba, b, baa, bab, bbbbaa, abbba]"
(0|1)(0|1)*,(1|0),"positive example: [0, 1]  
negative example: [00, 11, 101, 010, ab, 001]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa+),"positive example: [baaaa, abaacaaaa, aaabaa, baaataaaaa]
negative example: [abaa, aaab, abba, baaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),0(1*0)*,"positive example: [0, 00, 010, 0100, 0110, 0010, 01010]  
negative example: [1, 01, 100, 011, 1010, 1100, 111]"
(a|(b*bb))*,(a*b(b+)a*)*,"positive example: [ε, bbb, bb, abbbaa, baa]
negative example: [a, bab, babba, ab, bbbba]"
(0|1)(0|1)*,0+1,"positive example:[01, 001, 00000001],negative example:[1, 011, 1100]"
(0|1)(0|1)*,(01)*(01)+,"Positive example: [0101, 010101, 01010101]

Negative example: [01, 1, 0, 011, 001]"
a(a|b)a(a|b)*,(aaa(a+b)*)|(aba(a+b)*),"positive example:[aaa, abaabab, aaaabab, abaab, aba, aaaa, aabaa, aaaaba, abaaa, ababab], negative example:[a, aa, b, abab, baa, bab]"
(0|1)(0|1)*,(0|1)(0*|1*),"positive example: [00, 000, 111, 01, 10, 0000, 1111]  
negative example: [101, 110, 100, 001, 010, 011, 1110, 0001]"
0*10*(10*10*)*,(0*10*|(11)*1|1(11)*),"positive example: [10, 00100, 01, 110, 111, 1111, 11, 11111, 001, 100]
negative example: [0, 1110, 000, 0001, 1111110, 1101, 01, 1111100]"
(0*10*10*)*|0*,((0*10*1)*0)*,"positive example: [00, , 0101, 001001, 1010]  
negative example: [1110, 111, 011, 101011]"
(a|(b*bb))*,(a?)*(bb)*(a?)*,"positive example: [a, aa, bb, aabb, bbbaa, aabbb, aaa, bbbb, abba, abbbbba]
negative example: [ab, aaaab, bbaaa, bbbab, babba, abbaa, aaaaab, ba]"
(a|baa)*,(a)*|((b)(aa))*(a)*|((b)(aa))*,"positive example:[a, baabaa, baa, bbaaaa, aaaa, baaabaaaaa, bbaa]
negative example:[b, ab, aba, baaab, aaabb, baaaaabaa, abaaaa]"
(a|b)*baa(a|b)*b,(b|a)*baa(b|a)b,"positive example: [baaab, abbaabb, abaab, baaabb, abaaab]

negative example: [baaa, aabab, baaaba, abbab, abbaab]"
(a|baa)*,"(a+b?a{2,})*","positive example:[, abaaabaa, aaabaaaa, abaabaaabaaa, baaa]
negative example:[aa, baaa, aab, abaa, a]"
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|101101,"positive example: [0, 11, 101101, 110, 000, 01110, 010101, 001101]
negative example: [1, 1111, 11001, 1010, 11001, 11101, 101111, 011011]"
(a*ba*b)*a*ba*,a*(bb)*ba*,"positive example: [ba, aabaa, abba, bba, aabbba, abbba]
negative example: [abab, bbaba, aaa, bab, bbb, baa]"
(ab|ba)*,(ba)*|(ab)*,"positive example: [ba, baba, ab, abab, baab, abababa, bababa, ababab]
negative example: [a, b, bab, aba, bb, aa, abba, aabb]"
(a|b)(a|b)+aaa+,(ab|ba|aa|bb)+aaa,"positive examples: [abaaa, bbaaaa, aaaaabaa, bbbaaabaa, abababaaa]  
negative examples: [aaab, baaaaabc, abbbba, aa, baa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 000010, 000100, 10101, 110100, 111011, 10000, 11010, 100, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 001000, 01000, 101010, 10, 101111, 001101, 0100, 1000, 11111, 110010, 00001, 011001, 011010, 000001, 100000, 110001, 001, 111110, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1],negative example:[0, 11, 101, 000, 1001, 1111, 0101, 0011, 00101, 110, 011, 101000, 111111, 000000, 00011, 11000, 1111111, 01001, 11011, 10101, 11101, 111001, 001111, 10110, 01110, 10010]."
(ab|ba)*,(ab)*,"positive example: [ab, abab, ababab, abababab, ababababab], negative example: [a, b, aba, abb, ba]"
(a|b)(a|b)+aaa+,(aa+|ab+|bb+|ba+)+aaa,"positive example: [bbaaa, baabaaa, abaaa, aababbabaaa, ababaaa, baaabaaaaa]  
negative example: [aaaa, aaa, baa, bbb, abba]"
a(a|b)a(a|b)*,(aaa|aba)(a+b),"positive example:[aaaab, aaaaab, abaab, aaab, aab, ababab], negative example:[abaaa, aabaa, aabbb, abba, aaaaba]"
(a|baa)*,a*|a*(baa+),"positive example: [aaaa, baaa, baa, aa, abaa]  
negative example: [ab, aab, b, ba]"
(0*10*10*)*|0*,(((10*)1)*)0*,"positive example: [00, 100111, 101, 110, 1010, 1001111001, 100111101]
negative example: [1, 111, 11, 100, 1100, 1110]"
a(a|b)a(a|b)*,aaa+aba+a(a+b)*a(a+b)*,"positive example:[aaaabaaabaa, aaaabaabaabaa, aaaabaaababaa], negative example:[aaaaabaaa, aabaaaba, aabbaaaaaaa]"
(0*10*10*)*|0*,(0*|0*110*)+,"positive example: [0, 00, 110, 1100, 001100, 110110, 00110110]
negative example: [111, 1101, 011, 101, 1110, 0110, 11110]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)ba)*(a|b)a*b)?,"positive example: [ababbaab, bb, abba, baaab, aa]
negative example: [abab, aba, ba, aab, bbaaa]"
(a|baa)*,a*(baa)+a*,"positive example: [baa, baaa, baabaa, baaabaa, baaaa, aabaa, baa, baabaaa]
negative example: [baaabaaa, aaabaa, aabaab, ba, abaa, abaaa, baab, aaa]"
(a|(b*bb))*,(a*|(bb)*)*,"positive example:[abb, a, bb, aabbbb, aaa, bbbb]
negative example:[b, ab, ba, bab, bba, abba]"
(a|(b*bb))*,(a*bb+)*,"positive example:[, bbabbb, bb, aabb, bbbbb],negative example:[ab, bba, abb, a, baa]"
0*10*(10*10*)*,0*(111)0*,"positive example: [01110, 1110, 001110, 011100, 00011100],
negative example: [0111, 1100, 111, 1000, 0001111]"
1*(01*01*01*01*)*,1*(1*01*01*01*0)*,"positive example: [1, 110, 101010, 10010010, 0000]
negative example: [0, 010, 001, 10, 10100]"
(0*10*10*)*|0*,11,"positive example:[11],negative example:[1, 111, 21]"
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(bb)*(a)*,"positive example: [bb, aabbb, abbabb, abbabbbbbbbbbaa, aabbbba, bbbaa, abbb, abbbbaa]  
negative example: [bbbba, abba, bbbb, aaabb, baba]"
(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*b*a*b*)aaaa*,"positive example: [bbaaa, baaaa, abaaabababbaaaaa, aabbaabbaabaaa, abaabaa, baababaa, bbaabaa]
negative example: [aababababaaa, aaaa, bbabaa, aaba, ababaaaa]"
(a|b)*(bab)(a|b)*,(bab)+(ab)*,"positive example: [bab, babbab, babbababbab, bababab, babbababab]  
negative example: [ab, abab, baba, baa, baab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+0+)*)|((1+0+1+)*),"positive example:[00, 11, 100, 111, 010, 101, 1]  
negative example:[001, 011, 110, 1010, 0101, 102, 201]"
(a|(b*bb))*,(a*bb*ba*)+(a*),"positive example: [abba, abba, bbb, aaabbba, bbabba]
negative example: [b, ba, aa, aaaaa, bb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01+0)*0*)|(1*(10+1)*1*),"positive example: [00, 011, 000, 11001, 10011, 10]  
negative example: [0110110, 100101, 00001, 1100100]"
(a|(b*bb))*,((a*)+(bbb*))*,"positive example: [bbb, , bbabb, aabbb, bba, aaaa, aabbbb]
negative example: [ab, ba, aaab, abbb, bbba, aaabaa, bbbbb]"
0*10*(10*10*)*,0*1(11)*,"positive example: [0011, 1, 011, 001111, 111, 011111]
negative example: [00, 110, 100, 1110, 00101, 010]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001),"positive example: [1101, 10011, 10110, 111, 10, 0100, 0001, 11111, 1000, 00001, 10101, 11010, 10000, 100, 001, 0010, 01, 0111, 010, 1110, 1011, 11100, 11001, 1]  
negative example: [0, 110, 011, 101, 11, 000, 1100, 1010, 10001, 1111, 0101, 10010, 0011, 0000]"
(a|baa)*,(a)*(baa)*a*,"positive example:[a, aa, baaa, baabaa, baaaaaa, baaabaa, aabaa]
negative example:[baaabaaa, baa, abaa, abaaaa, babaa, aba]"
(a|baa)*,(a*(b{1}aa+)),"positive example: [baaa, aabaa, baa, aaaaaaaaaabaaa, abaaa]
negative example: [a, bb, aa, aaa, b]"
(a|b)*(bab)(a|b)*,(bab)+,"positive example: [bab, babbab, babbabbab, babbabbabbab]  
negative example: [ba, abbab, babba, abab]"
(a*ba*b)*a*ba*,(a)*(b|ba)(a)*(bb)*(a)*,"positive example:[baa, baabba, abba, aaaaabbaa, bbbaa]
negative example:[bbbb, aaabb, bbaa, abaaa, aaa]"
(0*10*10*)*|0*,(0)*(11)*((01|10)(01|10))*(10+1),"positive example:[11, 001111010110101001, 10, 000111111010110101, 101, 0011101011101, 1100000011, 1110, 1011110110]
negative example:[00000, 0110110101101, 11, 01101, 1101, 010111, 11111110, 001111010, 00011010011, 111111111]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*a*,"positive example:[ab, ba, aabbaa, abbaaa, baa, aaab, aabaabb]
negative example:[bbaaa, abbb, aaaa, baaaa, babbb, abb]"
(0*10*10*)*|0*,(0*(10*1))*,"positive example:[, 0101, 1111, 1010, 001010101001]
negative example:[1, 011, 101, 110]"
(0*10*10*)*|0*,0*1(0+1),"positive example:[011, 100, 00011],negative example:[10, 111, 1001]"
(a|baa)*,([a]*[b])?([a]{2}[a]*),"positive example:[aa, aaa, aaaa, baaa]
negative example:[a, ab, bbaa, baa]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*,"positive example: [ab, aba, abbaa, aaababb, baaba]
negative example: [bb, babb, baa, aaabb, abbb]"
(a*ba*b)*a*ba*,(a*ba*ba*)ba*,"positive example:[abababab, aabaaab, baaabbab, aababba],  
negative example:[abbbb, bbaabb, abbba, aabbbb]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*(a|b)a*b,"positive example: [bb, ababbaaaab, abaab, abab, babb, bbaab]  
negative example: [ab, baa, aaaa, ba, bbb, aabb]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa+,"positive example:[baaaa, aaaaaa, bbaaaa, abaaaa, aaaaaaa], negative example:[aaaa, baa, aaa, aa, aba]"
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(a)*,"Positive examples: [aabbbaa, abb, abbabbbbbbbb, aaaabbbbbaaa, abbb, bbb, aabbb, abbbba]

Negative examples: [bba, bbba, aaaaab, bbbbb, baa, aabbbaaabb, aaabbbb]"
(a*ba*b)*a*ba*,(b(bb)*),"positive example: [b, bbb, bbbbbb, bbbbbbbbb, bbbbbbbb]  
negative example: [bb, bbbbb, bbbbbb, bbbbbbb, bbbbbbba]"
(a|(b*bb))*,a*b*bbb*a*,"positive example:[bbbbba, aaabbbbaa, bbbba, abbba, aabbbbba], negative example:[abbbb, bbaaaaa, baa, abba, bbabaa]"
(0|10*1)*,(0*10*10*)|0*|(11)*,"positive example:[0, 10, 1100, 000, 111, 0010, 0, 110011]
negative example:[101, 01, 1110, 1, 1010, 0110, 0001, 1101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(1+0*1+)*|(0+1*0+)*,"positive example:[0, 1, 10, 11, 00, 010, 101, 110, 100101, 0110],negative example:[001, 1010, 010101, 11011, 111001, 000110]"
(0*10*10*)*|0*,(0*10*1)*|0*,"Positive example: [0, 01, 001, 000, 0101]  
Negative example: [1, 11, 101, 110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*,"positive example: [0000, 010, 01010, 00100, 010010]
negative example: [000, 001, 110, 0011, 101]"
(0|10*1)*,0*(0*10*1)*,"positive example:[00, 101, 10, 011, 1100, 1001],negative example:[1, 111, 010, 0111, 00, 01]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*),"positive example: [101, 1100110, 0110, 10101, 0101010]  
negative example: [11, 001, 010, 1001, 1010]"
(a|baa)*,(baa+)*,"positive example:[, baa, baaa, baabaa, baaaaaa]
negative example:[a, aa, ba, baaab, baab, abaa]"
(b|(a*aa))*,(aa+)*,"positive example: [aa, aaaa, aaa, aaaaa, aaaaaaa, aaaaaaaa, aaaaaaaaaaaa], negative example: [a, aaaaaa, aaaaaaaa, aaaaaaaaa]"
(b|(a*aa))*,(b*((aa)?))*,"positive example:[b, aab, baaab, baa, bb, aabaa], negative example:[a, ab, ba, bba, aaba, aba]"
(a*ba*b)*a*ba*,ba*(bb|a)*|a*b(bb|a)*,"positive example:[ab, aabab, baabba, aabb, bb, baab], negative example:[a, bba, baa, aaa, ababa]"
(a*ba*b)*a*ba*,(a)*b(a)*,"positive example:[b, ab, aab, aaaaab, baa], negative example:[ababa, baaaa, aa, abba]"
(a*ba*b)*a*ba*,a*ba*((ab|ba|b)b)*a*,"positive example: [ba, baa, babba, abbaa, bbabbbba]

negative example: [abab, baaab, bab, bababab]"
(a|b)(a|b)+aaa+,a+b+aaa+,"positive example:[aabbbbaaa, abbbaaa, aabaaa, abbbba], negative example:[aaa, bbaa, aaaa, baaaa]"
(a*ba*b)*a*ba*,(a)*(b)(a)*(bb)*(a)*,"positive example:[bba, ba, baa, babbba, abba, aabbb, aabbba, babbbaa], negative example:[bbaaa, aaaab, bab, bbbabb, abbbba, bbba, aabb, bbbbaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*|(1001),"positive example:[00, 1110110111, 1001, 101, 1, 00100, 11100111, 10011001, 111011111, 10101]  
negative example:[1011101, 101010110, 110101, 10011, 111000111]"
(a|b)*baa(a|b)*b,[ba]*[b]+[a]+[a]+[b]+,"positive example:[bbbaab, babbabaaab, babaabab, bbbbaaab, baaabbab],negative example:[bbabab, ab, baaabaa, baab, aab]"
(a|b)*baa(a|b)*b,a*b*(baa)a*b+,"Positive example: [baaab, baaaaab, aabaaab, bbaaaab, baaabb, bbaaabbb]  
Negative example: [aaa, babaa, baaa, baaab, aabab]"
(b|(a*aa))*,(b*|a+ab*|aa+b*)(b*|aa+b*|a+ab*)(b*|aa+b*|a+ab*)b*,"positive example: [bbaabaa, baaaab, aaaa, bbb, abbb]
negative example: [a, abb, ba, aaabbb, aab]"
(a*ba*b)*a*ba*,a*b(a*ba*b)*a,"positive example: [aababa, aaabba, bbba]
negative example: [baba, aba, baa]"
