Short Description,regex,Attempt Regex,ChatGPT Output
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*a*,"positive example:[baab, bab, baa, baabba, bbaaaa, bbbabaa, baabbaab, babaabab, bababab, baababa], negative example:[aa, babb, bbaa, ababa, baaab, baaaab, babababa, bbabbaa, aab, aaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ab(a|b)*aaa,"positive example:[abaaaaabaaa, ababaaa, abaabbaaa, abaaabaaa, abbbabaaa, abaaabbaaa, ababbaaa, abaabaaa, abaaa, abbaaa], negative example:[aaa, , a, baa, bbb, aab, ababb, abaa, abaaaaaba, abaaba, abaabb, abaaab, abbbab, abaaabb, ababa, ab, aa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(aa|bb)(a|b)*a{3,}","positive example: [aabaaabb, bbaaaa, bbaababaaa, aaababaaa, bbabbaaaba, bbaaaaa, aaabbbaa, bbaaabaa, bbaaaaaaa]  
negative example: [bbb, ab, bab, aa, bbbbabbb, baaab, bbab, abbba, aabbb, aaaaabb, bbabbb, aaabb, bbbb]"
Odd number of b's,(a*ba*b)*a*ba*,((a)*|(bb)*|(a)*)b((a)*|(bb)*|(a)*),"positive example:[ab, bb, abbaa, baa, b, abbb, aba, aaa, abaaa]  
negative example:[bba, a, bbbb, abab, aaabb, abbab, babaa, bbaa, abbbbbb, bbba]"
Every b followed by two or more a's,(a|baa)*,"a?ba{2,}","positive example:[baa, abaa, abaaa, abaaaa, abaaaaa, baaa, baaaa, baaaaa]  
negative example:[aaa, bb, , ab, a, aab, ababb, abbaa, abbbabb, abaaba, abaabb, abaaaab, ababa, ba, b]"
Every b followed by two or more a's,(a|baa)*,"a?(ba{2,})?","positive example:[, a, baa, baaa]  
negative example:[aaa, bb, ab, ababaabba, aab, ababb, abaaba, abaabb, abaaaab, abbb, abba, ba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)(a|b))(a*)(b*)aaa,"positive example:[bbabaaa, aaaaaaabaaa, aaaabaaa, aaabaaa, aaaaabaaa, aaaaabbaaa, aaabbbaaa, bbaaabaaa, bbabbbaaa, bbaaaaabaaa, bbbbaaa, bbbaaa, bbaaa, aaaabbaaa, aabbaaa, aabaaa, bbaaabbaaa, bbaabbaaa, bbaabaaa]

negative example:[aaa, bbaaaaab, aaaba, aaabbbabaa, aaabaaba, aaaabb, bbabaa, aabb, bbaa, bbba, bbaaba, bbabbbabbb, aaaaaaab, aa, bba, bbabaaabb, bbaaaba, b, bbaaabb, aaaaabb, aaaaaba, aaabaa, aaaa, bbaabb, bbbb, bbabaabb, aaba, bbaba, aaaaba, aaabaaaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(aa|bb|(ab|ba)(aa|bb)*(ba|ab))*(b|(ab|ba)(bb|aa)*a),"positive example:[baaaa, babba, baabb, aba, bbb, aab, baa, bbaba, abbba, babaaba],negative example:[bb, aa, abb, bba, babb, baaa, babaa, aabb, baab, bbbb, abab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa+),"positive example:[bbaaaa, abaaaaa, abaaaaaa, aabaaa, babaaaa, abaaaaaaa, aaaaaaab]
negative example:[aaa, ab, ba, abba, bb, aa, aba, bbaaba, abaab, babaaa, aaabaa, baaaa, ababa, babb, baaa, a, baaaaa, bbbba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a+|b+)(aaa+),"positive example:[baaaa, bbbbaaa, bbaaaaa, aaaaa, abbbaaa, abaaaaa]  
negative example:[aa, , baaabb, bba, aba, a, b, aaaaaba, aaabaa, abbb, bbbbaa, bbbb, abab, baaaabb, bbab, babb, aaba, aaaaba, aaaaaaab, abbbaa, baaaaaab, baabbb, ba]"
Odd number of b's,(a*ba*b)*a*ba*,b(bb)*(a)*,"positive example:[b, bbbaaa, bba, bbbbbaaa]

negative example:[bb, aa, bba, babaabba, babb, baaab, ab, bbbba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)(baa)+b,"positive example: [bbaabaab, abaabaab, bbaabaabaaab, abaabaabaaab, bbaabaabaab, abaabaabaab],  
negative example: [aaa, abaababa, , bb, baa, abbb, abba, bbaa, bbab, bbba, babaabb, bbaabbb, bba, a, aba, ab, b, bbaabba, abaa, bbbb, abab, abaabaaab, aabaabb, abaabaaaa, bbaabaaaa, bbaabaaab, abaabbb, abaabba, bbaababa, abaababb, bbaababb, bab, abaabab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(b|a)(baa)+b,"positive example: [bbaabaab, abaabaab, bbaabbaab, abaabbaab], negative example: [aaa, abaababa, , bb, bbaabaa, baa, abbb, abba, bbab, bbba, bbaaba, abaaba, babbaab, abaabaa, bbaabbb, a, ab, b, bbbb, abab]"
Odd number of 1s,0*10*(10*10*)*,((11)*10*),"positive example: [111, 1110, 10], negative example: [11, 1100, 101, 1111, 00]"
Odd number of 1s,0*10*(10*10*)*,(0*(11)*10*),"positive example:[10, 1110, 11110, 00110, 0011110], negative example:[0, 111, 1101, 101, 00101, 11000, 11100, 000]"
Odd number of 1s,0*10*(10*10*)*,(0*(11)*0*10*),"positive example:[110, 11100, 00110, 110000, 0110, 1100, 1101010]  
negative example:[01, 100, 111000, 000, 101, 1111, 1001, 110111, 1101110]"
Odd number of 1s,0*10*(10*10*)*,((11)*1),"positive example: [1, 111, 11111]   
negative example: [11, 00, 110, 100, 101, 011, 1110]"
Odd number of 1s,0*10*(10*10*)*,(0*(11)*0*10*(11)*),"positive example:[11010, 11110111, 10001111, 110111, 110001, 101111, 1011, 1110, 00111, 1101111, 011011, 01101, 0111111, 0110]

negative example:[00, 110110, 101110, 101100, 0011110, 110001010, 110, 101, 1011110, 1111, 1100, 111010, 101101, 10110, 11011, 10101, 10111, 10001001100, 010, 0110, 1000, 1001, 10101, 1101]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*1(10*1)*0*),"positive example:[101101, 10101101, 100111, 101010, 11110, 1100101, 1101110010],negative example:[110101, 10101, 1001000, 1110, 111, 1010101, 001011]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*0*),"positive example:[1011010, 111110, 101101110, 10, 1101111010, 110, 1101, 1101110, 110000, 11110]  
negative example:[111101, 01, 111, 00010, 11110111, 11001, 110111110, 101010, 11010011, 111011]"
Length 1 or More,(0|1)(0|1)*,(0|1)|(10*1*|01*0*),"positive example: [0, 1, 10, 01, 11, 00, 100, 011, 111, 000]

negative example: [110, 1111, 0001, 0101, 1010, 0011, 0100, 1100, 1011]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*),"positive example:[101, 110, 100110, 11010, 1010]  
negative example:[111, 1100, 0110, 1110, 10101]"
Odd number of 1s,0*10*(10*10*)*,0*10*(11)*,"positive example:[10, 011, 001011, 100111],negative example:[00, 101, 111110, 01110, 1100]"
Odd number of 1s,0*10*(10*10*)*,0*10*(11)*11,"positive example:[0111, 101111, 110111, 000101111, 000011011111],negative example:[111, 11, 01, 000, 11110, 0010110, 1101011, 1110, 100111, 10111]"
Odd number of 1s,0*10*(10*10*)*,0*1(0*(11)*0*)*,"positive example:[1011, 110, 011101, 1110, 0111100], negative example:[11, 0101, 111, 100, 11101, 001100]"
Odd number of 1s,0*10*(10*10*)*,0*1(0*10*1)*,"positive example:[1, 101, 11011, 1001, 11101, 00101]

negative example:[10, 100, 111111, 10100, 00110, 0110]"
Every b followed by two or more a's,(a|baa)*,([a]*[b][a]*(aa))*,"positive example:[, baa, abaaaabaa, aaabaabaa, abaa, b, aabaa, ababaabaa, aaabaa, baabaa]
negative example:[baba, baabba, bb, abb, aba, a, babbbaab, baaba, baaaabbb, aaab, baab, bab, bbabaa, ab, baaabb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+|b+)(a+|b+)(aaa+),"positive example: [aaaaaaabaaa, abaaa, aaaaaa, aaabbaaa, aaaaabaaa, bbaaaaa, aabaaa, aaaabaaa, aaaabbaaa, aaaaa, aabbaaa, abbaaa, aaaaabbaaa, baaaa, bbbbaaa]  
negative example: [b, aaba, aaaaab, abaaaaabb, ba, aaaaba, aa, ab, baba, aaabb, abaaba, bba, a, baab, aaa, abbba, ababbb, aaaaaaaba, aaaaabb, babb]"
Every b followed by two or more a's,(a|baa)*,(b(aaa*))*,"positive example:[b, baaa, baaaa, baaaaba, baaaaabaa, baaaabaaa]  
negative example:[a, aa, baa, ab, baabab, baabaaa, babaaa, bb]"
Every b followed by two or more a's,(a|baa)*,(a)*baa,"positive example:[baa, abaa, aabaa, aaabaa, aaaabaa, aaaaabaa],negative example:[baaaa, baba, bba, aa, baaab, babb, aaba, baaba, bbb, aab, aabaabbbaab]"
Every b followed by two or more a's,(a|baa)*,(a*)*baa,"positive example:[baa, abaa, aabaa, aaabaa, aaaabaa, aaaaaaabaa]  
negative example:[baba, baaaa, baabb, aa, babb, baaab, baaba, aab, aabbabaa, bbbb, ba]"
Every b followed by two or more a's,(a|baa)*,(a*)+baa,"positive example: [baa, abaa, aabaa, aaabaa, aaaabaa]  
negative example: [baaaa, baabb, baba, bba, aa, babb, aaba, baaba, bbb, aab, aabaaabbaab]"
Every b followed by two or more a's,(a|baa)*,(a*b)aa+,"positive example: [aa, aaa, aaaa, aabaa, baa, baaa, abaaa, aabaaaa, abaa]  
negative example: [a, b, ab, ba, aab, abb, aaabb, bb, bba, baaab]"
Every b followed by two or more a's,(a|baa)*,a*(baa)*((a)*(baa)*),"positive example:[a, baabaa, baaabaa, aabaa, baabaaabaa, aabaaabaa]  
negative example:[baab, aaa, aba, baabab, abaabaa, aabaaa, baaa]"
Every b followed by two or more a's,(a|baa)*,a*(baa)*((a)*(baa)*)a*,"positive example:[baaa, abaabaaa, a, aabaa, baaabaaabaa, aabaaa, baaabaa, baaabaaaa, aaaa, ababaaa],negative example:[aabbaa, baaaba, baabab, baababaa, baaabbaaa, baab, baaaab, bbaaa, aba, abaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|(bb|bab))*,"positive example: [b, ba, bbb, bbabab, abb, aba, babb, aab, abbb]
negative example: [a, bbaa, bbababba, baa, bab, aa, bbaab, abaaa]"
Odd number of b's,(a*ba*b)*a*ba*,b(a|bb)*,"positive example:[b, ba, babb, babbab, baabb, baabbb],negative example:[bba, abb, bbb, aab, abbb]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*ba*b)a*,"positive example:[bab, baab, baaabbaa, aabbaa, baabbaa], negative example:[bb, abba, abbb, aaaab, babb]"
Every b followed by two or more a's,(a|baa)*,a+(baa)*,"positive example:[a, abaa, aabaa, aa, abaaabaa],negative example:[abaababa, , babaa, ab, bbb, abaaba, abaabb, abaaaa, abaaab, aaabbb, abba, abaababb]"
Every b followed by two or more a's,(a|baa)*,(a+)*(baa)*,"positive example: [aa, , aabaabaa, a, aabaaa, aaabaaabaa, aaaaaabaaaaa, baa, baaabaa, aabaaabaaa]  
negative example: [baba, baabb, baaaa, babb, baaab, aabbabbaa, bbb, baaba, aab, abaa, abb, aba, aaab, aabab, bb, baaabaa]"
Every b followed by two or more a's,(a|baa)*,(a*)baa+(a*),"positive example: [baa, abaa, aabaa, baaab, aabaaa], negative example: [bbaaa, abbaa, aaab, bba, aabb, aba, abb, baaaa]"
Every b followed by two or more a's,(a|baa)*,(a+)*(baa)*(a+)*,"positive example:[aa, aabaa, baabaaa, aabaaaaa, baa, aaa, baabaa, aabaaa, abaaa, bbaa]
negative example:[baba, baabb, babb, baaaba, baaab, baaba, aab, aabbaaba, baaaaabb, bbbb]"
Every b followed by two or more a's,(a|baa)*,(a+)*(baa)*(a+)*(baa)*(a+)*,"positive example:[aa, a, baaaaabaaaaa, baaabaabaa, aabaabaaa, aabaabaa, baaabaa, aabaaba, aabaa, baa, aaaa, baaa, aabaaa]
negative example:[baaabb, baabba, bb, aab, baaabaabbb, baaababa, baaabaabba, baaabaaabb, aabaaababbbaab, baababb, baababa, baaaaab, baaab, aaabaaabb, aaaabaaaab, baabaaab, baaababaa, bababaa]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*(a+)*|(baa)*(a+)*,"positive example:[aa, , aabaaaaa, baabaa, baa, a, aaaaaa, baaaa, baaa, aaaaa, ba], negative example:[baaabb, bb, baaaba, aaba, aabaabbabaa, aabaab, baababb, baababa, baaaaab, baabbbb, abab, b, bab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|aa|bb|ba)aaaa*,"positive example:[abaaaaaa, baaaaa, bbaaaaa, aaaaaaaa, aaaaaaa]  
negative example:[aaa, aa, , bba, bb, a, bbaaabbb, bbaaaaab, b, aaaba, aaaa, bbaabb, bbbb, bbaa, aaba, bbabb, aaaaba, aaaaabaa, aaaaaaab]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(aa*)(bb)*b,"positive example:[abbbbb, abbb, aaab, aabbb, aab, aaabb, aaabbb]  
negative example:[bb, , a, abbba, abaaa, aaaba, abbbb, abbaa, abbab, ababbab, abba, ba, ab, b, bab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+|b+a*),"positive example:[a, aa, aaa, baa, bba, ba, b, bbba], negative example:[abab, ab, bbbbaa, babbb, aab, aba, bbaab]"
Every b followed by two or more a's,(a|baa)*,(a*baaa*)|(a*),"positive example:[a, aa, aaaa, aabaaa, aabaa, aabaaaa]  
negative example:[ba, bba, abb, abaa, bab, bb, aabbb, baaaab]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*|b,"positive example:[b, ab, ba, aba, aab, baa],negative example:[aa, bb, aabaabbabb, bbaa]"
Odd number of b's,(a*ba*b)*a*ba*,b(a*ba*b)*a,"positive example:[bbba, babbaababa, babaabaaaabba, bbaba, babbaabba, babbbba], negative example:[abb, bba, , baaaa, baaaabaabb, bbb, aabaa, baabbaba, baabbabb, baab]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*ba*b),"positive example: [baab, bba, ababb, aabab, aabbab]  
negative example: [ab, baa, bbbbaa, a, aaa, aabbaa, abba, bab]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|11|000|001|010|100|011|101|110|111,"positive example:[00, 01, 11, 010, 001, 110, 101, 011, 111, 100, 000]  
negative example:[0, 1, 0000, 10, 1110, 1010, 1100, 1101, 0110, 0111]"
Odd number of 1s,0*10*(10*10*)*,10*(10*10*)*,"positive examples: [10, 100, 1010, 1110, 100110, 11010, 1010110]  
negative examples: [000, 1, 111, 0110, 101110, 1001001]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),((0|1)(0|1)(0|1)),"positive example:[000, 111, 010, 101, 110, 001, 011, 100],negative example:[00, 0, 11, 1, 000000, 111111, 0111, 1010, , 1111]"
Odd number of 1s,0*10*(10*10*)*,0*1(0*10*10*)*,"positive example:[1, 011, 1010, 100110, 11011010, 0101010, 100010001]
negative example:[0, 000, 11, 1010, 1111, 001100, 10111]"
Length 1 or More,(0|1)(0|1)*,(0|1)(0*1*),"positive example: [0, 1, 01, 001, 0111, 0001, 100, 110, 1001, 1111]  
negative example: [00, 11, 000, 111, 010, 101, 1100, 100111]"
Length 1 or More,(0|1)(0|1)*,(0|1)(0*|1*),"positive example:[0, 1, 00, 11, 000, 111], negative example:[01, 10, 0011, 1100, 101, 010]"
Length 1 or More,(0|1)(0|1)*,(0|1)((0|1)+),"positive example: [01, 110, 1000, 011, 1010]  
negative example: [0, 1, 10, 01, ]"
Length 1 or More,(0|1)(0|1)*,(0|1)((0+|1)+),"positive example: [00, 01, 10, 11, 000, 10101, 110011]
negative example: [0, 1, 01, 10, 001, 101, 111111]"
Length 1 or More,(0|1)(0|1)*,(0|1)((0+)1+),"positive example:[00001, 10001, 000111, 100111, 001111, 101111, 000011, 100011, 0000011, 1000011]  
negative example:[0, 1, 00, 11, 010, 111, 1010, 110, 100011, 0000, 1000]"
Length 1 or More,(0|1)(0|1)*,(0|1)((01)+),"positive example: [00101, 10101, 0010101, 1010101, 001010101]

negative example: [0, 1, 01, 10, 101, 101010, 00000, 00110, 111, 10011, 001010, 10111, 10100, 10101010, 01010101]"
Length 1 or More,(0|1)(0|1)*,(0|1)((0+)(1+)),"positive example:[001, 101, 1000111, 0000111, 011, 1001, 000111, 01111]  
negative example:[, 101110, 1000101, 1000, 0010, 1010, 0, 1, 0000, 0100, 1111, 001110, 0000100, 1101, 0111, 0001, 1011]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*)*(baa)b,"Positive example: [baababaab, baaabaab, aabbbabaab, baabbaab, babbaab, baaaabaab, baabbbaab, baabaab]

Negative example: [baabba, babb, baa, aabbbab, baabaaaa, baabaaab, baababa, baabbb]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011,"positive example:[00, 01, 10, 11, 111, 110, 100, 000, 001, 011]  
negative example:[00a, 101, 0110, 1110, 0000, 010, 1010, 1, 0, 1111]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011|101,"Positive example:[00, 01, 10, 11, 111, 110, 100, 000, 001, 011, 101]  
Negative example:[0, 1, 010, 1111, 1010, 0000, 1100, 0110, 0001, 1101]"
Odd number of 1s,0*10*(10*10*)*,(0*(11)*0*10*)|(0*)1,"positive example: [11, 111011, 110, 001, 0, 1110, 000111000, 00010], negative example: [101, 0000001, 1100, 1010, 101110, 100011, 110111, 011, 111010, 110110]"
Odd number of 1s,0*10*(10*10*)*,(0*(11)*0*10*)|1011,"positive example:[0110, 0, 1011, 1100, 110110, 100, 110, 011110, 00010, 111010], negative example:[1, 111, 10100, 0101, 1101, 101, 0001101, 1001, 010, 1111, 0001, 101111, 101010, 11110]"
Odd number of 1s,0*10*(10*10*)*,(10*(11)*0*10*1)|1011,"positive example:[1011, 1111011, 10101, 1001, 110111, 1011, 1101011], negative example:[110, 1000, 10110, 111010, 00, 010, 11011, 111001, 111111]"
Odd number of 1s,0*10*(10*10*)*,((10*1)*0*(10*1)*0*10*),"positive example:[011010, 1100101, 1000110, 001101, 0110001, 0101010, 01011, 110000110]
negative example:[111, 000, 1010, 01000, 11011, 00101, 0110000, 1010101, 0000111]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*(10*1)*0*10*),"positive example:[1101, 11111, 1101101, 1100010011, 110110111101, 101, 11011000100, 111111101]
negative example:[110, 1010, 11011111, 1001, 111, 110111010, 001, 110111, 001100]"
Odd number of 1s,0*10*(10*10*)*,1(11)*0,"positive example:[10, 1110, 111110, 1111111110],negative example:[0, 11, 110, 111, 100, 1000, 101, 1111]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(111)|(000)|(101)|(011)|(010)|(001),"positive example:[111, 000, 101, 011, 010, 001]  
negative example:[00, 11, 01, 10, 0000, 110, 1111, 1010, 1101, 0110, 0, 1]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[10, 01, 111, 000, 101, 011, 010, 001]  
negative example:[11, 0, 1, 00, 1111, 1000, 1011, 1010, 0000, 1101, 0011, 1100, 0100, 1001, 0111, 111000]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[100, 10, 01, 111, 000, 101, 011, 010, 001], negative example:[00, 11, 000000, 001111, 1000, 1110, 1011, 0, 1, 1101, 0100, 1100, 0111, 1111]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[110, 000, 011, 100, 111, 001, 101, 010, 10, 01]  
negative example:[, 11, 0, 1, 0000, 0011, 100000, 1100, 0100, 101111, 1111, 0111, 1010, 1101, 1001]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(11)|(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[11, 110, 100, 10, 01, 111, 000, 101, 011, 010, 001]  
negative example:[0, 1, 00, 1111, 1010, 0000, 1100, 0101, 1001]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*10*(10*1)*0*),"positive example:[1010, 1001, 11011010, 1100110, 1101001, 10, 11011110, 100, 110110, 101, 111010, 1010, 1011]

negative example:[111, 1101, 1110, 11011, 11100, 1111, 110101, 1101101, 110010, 111011, 110000, 111000, 1101000]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*1(10*1)*0*(10*1)*0*),"positive example:[101010, 10111001, 1011, 110101011, 111, 1011010110, 10110001, 1010101101, 001, 110, 11011101, 101101, 100101, 101011, 10101111, 11011, 100010, 101, 1100111, 110011, 10001, 10110]

negative example:[00, 11111, 10101101, 10100, 11010, 1000, 1010, 1100, 1110, 1101, 101100000, 1011, 11000000, 11011011, 111111, 1010, 111010, 10010, 101101110, 10101110, 10100, 110101111]"
Odd number of 1s,0*10*(10*10*)*,(1(11)*),"positive example: [1, 111, 1111, 11111, 111111]

negative example: [11, 00, 110, 100, 101, 1110, 11101, 011]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*),"positive example:[1, 01, 0001, 10, 110, 111, 1101101]  
negative example:[0, 1100, 1010, 11011, 11111, 1100101]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*|0*10*),"positive example: [1, 0001, 11111, 1000, 1111111, 1101101, 010]  
negative example: [110101, 111111, 111010011, 110100, 011, 110, 0101, 11100, 11001, 11000, 1101100, 11, 1101110, 100010, 111100, 111101, 1011, 00011, 0, 101, 111110, 11110, 1101111, 11011011]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*|10*|1(101)*|0*10*|01(11)*),"positive example:[1, 01, 00001, 100, 111, 0100, 110, 11111, 110101, 00010]  
negative example:[0, 0101, 1101100, 000011, 111000, 101, 01110, 11011011, 1101110, 0000]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*),"positive example: [1, 01, 10, 111, 1100, 100, 0111111, 1111110, 0001, 010, 101, 110110110, 010111, 11011010]

negative example: [00, 11101, 0101, 000, 1111101, 00101, 01110, 111101, 001, 010100, 110000, 01100, 11000, 01111110]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*),"positive example:[01, 101111, 100011, 0010, 1111111, 00001, 1, 0100, 0111, 11111, 111000, 111110, 1101101, 10]  
negative example:[, 111111, 1111101, 01111, 110, 101101, 11101, 11011001, 11011000, 0111110, 11, 000101, 1101110, 100010, 111001, 101100, 01101, 00011, 01100, 0, 000, 101, 011110, 010100, 010001, 110110100, 0011, 110110101, 1100, 11110, 11011, 01011011, 1101111]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*|10*10*1),"positive example:[1, 01, 10, 0, 00001, 110, 11011, 101, 10101, 1001, 111111, 100000, 010, 011, 111011, 1101111, 00010, 1010101]

negative example:[11, 1101, 1011, 0110, 1110, 10100, 0111, 10111, 111, 11000, 11010, 0000, 111001, 11011010, 101011, 000010001, 101110, 1010100, 0011]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(11)*1|1(11)*),"Positive examples: [01, 1, 00010, 11111, 1000, 111, 110111, 1010]

Negative examples: [00011, 01001, 0, 01111001, 101, 0110, 1101, 1001, 1100, 11110, 11101, 001, 111110, 011, 10011]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*),"positive example:[101, 1, 0001, 111011, 110001, 11111, 1001, 10, 1110101, 1011110001]  
negative example:[00, 10101, 11110, 1111110, 11011, 011, 101110, 001001, 110100, 11101]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*|1(11)0*|0*1(11)*),"positive example:[1111, 0001, 101, 10111, 1110, 101110011, 1000111, 111111101, 110, 1110111, 1111100, 11011, 1110, 1101011, 011111, 110011, 111110, 110111, 10111, 1111, 1111111, 00010, 111, 0111111, 1, 1111010, 1001]

negative example:[11010010, 110110, 0000, 11110110, 100, 11101001, 1111100110, 1010, 010, 0110, 111110, 011, 11111000, 111000, 11101, 000, 1000, 0101, 1101110, 0111110, 111010, 01100, 1110110, 01110, 0100, 11000, 1111110, 1111, 111101, 1111, 11111]"
Odd number of 1s,0*10*(10*10*)*,(0*1(0*10*1)),"positive example:[111, 001001001, 00101010011, 001001001001, 11011011011]

negative example:[00, 001, 001100111100, 1111, 1001, 11100, 11110, 11101, 101, 0110]"
Odd number of 1s,0*10*(10*10*)*,(0*1(0*10*1)*),"positive example:[10101, 11111, 1001101, 0001011, 01101]  
negative example:[10, 100, 1110, 001001, 11011]"
Length 1 or More,(0|1)(0|1)*,1(0*1*),"positive example:[1, 10, 101, 111, 1001, 1111, 110, 10001]  
negative example:[0, 00, 01, 1110, 10020, 100111000, 100111011, 2001]"
Length 1 or More,(0|1)(0|1)*,(1|0)0*1*,"positive example:[1, 0, 00, 11, 011, 1000, 0001, 111, 0011],negative example:[101, 0000, 1110, 10, 1101, 0101, 0010, 11, 110]"
Length 1 or More,(0|1)(0|1)*,0(01)*|1(01)*,"positive example: [0, 1, 001, 101, 00101, 10101, 0, 10, 0101]  
negative example: [00, 11, 0011, 111, 100, 1011, 0000, 011, 0100, 1101]"
Odd number of 1s,0*10*(10*10*)*,0*(0*110*)*1(0*110*)*0*,"positive example:[11, 1101, 110110, 101111, 10011, 11011, 10110, 00111, 1111],negative example:[110, 1110, 10100100, 1011010, 111010, 101011, 0001101, 0010001110, 1011]"
